identificador,nombre,href,agencia,timestamp,ubicacion,CCAA,codigo_postal,planta,orientacion,precio,precio_m2,antiguedad,actualizacion,superficie_util,superficie_construida,superficie,habitaciones,baños,cocina_equipada,amueblado,terraza,armarios_empotrados,calefaccion,aire_acondicionado,ascensor,consumo,emisiones
50838401359_996542,Dúplex en calle de Murillo,https://www.pisos.com/alquilar/duplex-prado_de_somosaguas-50838401359_996542/,DIPLOMATIC REAL ESTATE,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,,3.0,ESTE,2900.0,14.0,Entre 20 y 30 años,2025-02-20,186.0,205.0,205.0,4.0,3.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
50864192034_996542,Chalet pareado en calle del Mistral,https://www.pisos.com/alquilar/chalet_pareado-somosaguas_humera_los_angeles28224-50864192034_996542/,DIPLOMATIC REAL ESTATE,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SUR,6300.0,42.0,Entre 20 y 30 años,2025-02-20,149.0,150.0,150.0,6.0,6.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
51728060466_108500,Piso en Prado de Somosaguas,https://www.pisos.com/alquilar/piso-prado_de_somosaguas-51728060466_108500/,Huspy,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,,,ESTE,3150.0,13.0,,2025-02-20,200.0,230.0,230.0,4.0,4.0,,,,,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
51719245610_100500,Chalet en Paseo de los Lagos,https://www.pisos.com/alquilar/chalet-la_finca-51719245610_100500/,"DIZA SOLUCIONES INMOBILIARIAS,S.L",2025-02-18,pozuelo_de_alarcon,Comunidad de Madrid,,,SUR,,,Menos de 5 años,2025-02-18,,,,6.0,8.0,Si,,Si,,Si,Si,,Error al procesar consumo,Error al procesar emisiones
945856908153548_109700,Casa unifamiliar en calle Prado del Rey,https://www.pisos.com/alquilar/casa_unifamiliar-la_finca-945856908153548_109700/,IBERCORP,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,,,SUROESTE,4000.0,7.0,Entre 5 y 10 años,2025-02-20,500.0,550.0,550.0,5.0,3.0,Si,Si,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
945856908635336_109700,"Casa adosada en Paseo Club Deportivo, 2",https://www.pisos.com/alquilar/casa_adosada-zona_avenida_de_europa-945856908635336_109700/,IBERCORP,2025-02-18,pozuelo_de_alarcon,Comunidad de Madrid,,,SUR,4000.0,6.0,Entre 5 y 10 años,2025-02-18,550.0,590.0,590.0,5.0,3.0,Si,Si,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
51728177131_102100,Piso en Avda. Europa,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28223-51728177131_102100/,Gilmar Alquileres Madrid Exterior,2025-02-14,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,,SIN ESPECIFICAR,1600.0,18.0,,2025-02-14,,87.0,87.0,2.0,2.0,,,,,,,,Error al procesar consumo,Error al procesar emisiones
50887891659_101800,Casa en Monte Alina-La Cabaña,https://www.pisos.com/alquilar/casa-monte_alina_la_cabana-50887891659_101800/,Engel & Völkers Madrid,2025-01-27,pozuelo_de_alarcon,Comunidad de Madrid,,,SIN ESPECIFICAR,7000.0,10.0,Entre 20 y 30 años,2025-01-27,,650.0,650.0,6.0,5.0,Si,,Si,Si,Si,,,Error al procesar consumo,Error al procesar emisiones
51676333789_100500,Piso en Zona Avenida Europa,https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-51676333789_100500/,REMAX ZIELO,2025-02-21,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,1.0,SIN ESPECIFICAR,2400.0,20.0,Entre 20 y 30 años,2025-02-21,,115.0,115.0,3.0,2.0,,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
51723604011_101800,Apartamento en Zona Avenida de Europa,https://www.pisos.com/alquilar/apartamento-zona_avenida_de_europa28224-51723604011_101800/,Engel & Völkers Madrid,2025-02-12,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,3.0,SIN ESPECIFICAR,1900.0,16.0,,2025-02-12,,117.0,117.0,2.0,2.0,,,,,Si,,,Error al procesar consumo,Error al procesar emisiones
47530207182_101800,Casa en Somosaguas-Húmera-Los Ángeles,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-47530207182_101800/,Engel & Völkers Madrid,2025-02-11,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,,SIN ESPECIFICAR,13000.0,,Menos de 5 años,2025-02-11,,,,5.0,5.0,Si,,Si,Si,Si,,,Error al procesar consumo,Error al procesar emisiones
38424143795_101800,Casa en calle del Caballo,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-38424143795_101800/,Engel & Völkers Madrid,2024-10-16,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,,SIN ESPECIFICAR,13500.0,11.0,Más de 50 años,2024-10-16,,,,4.0,5.0,Si,,Si,Si,,,,Error al procesar consumo,Error al procesar emisiones
50920843538_100500,Chalet en Urbanizaciones,https://www.pisos.com/alquilar/chalet-monte_alina_la_cabana-50920843538_100500/,REMAX ZIELO,2025-02-19,pozuelo_de_alarcon,Comunidad de Madrid,,,SURESTE,4300.0,12.0,Entre 20 y 30 años,2025-02-19,350.0,358.0,358.0,5.0,5.0,,,Si,Si,Si,,,Error al procesar consumo,Error al procesar emisiones
51747818656_101800,Apartamento en Estación-Zona Norte,https://www.pisos.com/alquilar/apartamento-estacion_zona_norte28224-51747818656_101800/,Engel & Völkers Madrid,2025-02-03,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,2500.0,15.0,,2025-02-03,,160.0,160.0,3.0,2.0,Si,,Si,Si,Si,,Si,Error al procesar consumo,Error al procesar emisiones
50882580113_108900,Chalet en Zona Avenida Europa,https://www.pisos.com/alquilar/chalet-zona_avenida_de_europa28224-50882580113_108900/,"ALQUILER SEGURO,S.A.",2025-02-21,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,2400.0,10.0,,2025-02-21,,220.0,220.0,4.0,4.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
50029746249_101800,Ático en Estación-Zona Norte,https://www.pisos.com/alquilar/atico-estacion_zona_norte28224-50029746249_101800/,Engel & Völkers Madrid,2025-01-22,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,1850.0,16.0,,2025-01-22,,115.0,115.0,3.0,2.0,Si,,Si,Si,Si,,Si,Error al procesar consumo,Error al procesar emisiones
51694629404_100500,Piso en Estación-Zona Norte,https://www.pisos.com/alquilar/piso-estacion_zona_norte28224-51694629404_100500/,INMOBILIARIA INTERNACIONAL CPM,2025-02-21,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SUR,2500.0,14.0,Entre 20 y 30 años,2025-02-21,154.0,175.0,175.0,2.0,2.0,Si,,Si,Si,,Si,Si,Error al procesar consumo,Error al procesar emisiones
51694838028_102100,Piso en Pozuelo de Alarcón,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28224-51694838028_102100/,Gilmar Alquileres Madrid Exterior,2025-02-13,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,2200.0,16.0,,2025-02-13,,133.0,133.0,3.0,2.0,,,Si,,,,,Error al procesar consumo,Error al procesar emisiones
41702420301_101800,Casa en Monte Alina-La Cabaña,https://www.pisos.com/alquilar/casa-monte_alina_la_cabana-41702420301_101800/,Engel & Völkers Madrid,2025-01-21,pozuelo_de_alarcon,Comunidad de Madrid,,,SIN ESPECIFICAR,4250.0,9.0,Entre 20 y 30 años,2025-01-21,,435.0,435.0,4.0,6.0,,,Si,Si,Si,,,"E, E","E, E"
48383425111_101800,Apartamento en Estación-Zona Norte,https://www.pisos.com/alquilar/apartamento-estacion_zona_norte28224-48383425111_101800/,Engel & Völkers Madrid,2025-01-14,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,2500.0,16.0,,2025-01-14,,154.0,154.0,2.0,2.0,Si,,Si,Si,Si,,,Error al procesar consumo,Error al procesar emisiones
49238187077_101800,Ático en Prado de Somosaguas,https://www.pisos.com/alquilar/atico-prado_de_somosaguas-49238187077_101800/,Engel & Völkers Madrid,2025-01-28,pozuelo_de_alarcon,Comunidad de Madrid,,,SIN ESPECIFICAR,2000.0,13.0,Entre 20 y 30 años,2025-01-28,,150.0,150.0,2.0,2.0,,,,Si,Si,,Si,Error al procesar consumo,Error al procesar emisiones
51695216537_100500,Dúplex en Prado de Somosaguas,https://www.pisos.com/alquilar/duplex-prado_de_somosaguas-51695216537_100500/,INMOBILIARIA INTERNACIONAL CPM,2025-02-21,pozuelo_de_alarcon,Comunidad de Madrid,,3.0,ESTE,2900.0,13.0,Entre 5 y 10 años,2025-02-21,179.0,208.0,208.0,3.0,3.0,Si,,Si,Si,,Si,Si,Error al procesar consumo,Error al procesar emisiones
51710901009_102100,Chalet en La Finca,https://www.pisos.com/alquilar/chalet-somosaguas_humera_los_angeles28223-51710901009_102100/,Gilmar Alquileres Madrid Exterior,2025-02-10,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,,SIN ESPECIFICAR,14000.0,18.0,,2025-02-10,,750.0,750.0,5.0,6.0,,,,,,,,Error al procesar consumo,Error al procesar emisiones
51752974428_108900,Piso en Zona Pueblo,https://www.pisos.com/alquilar/piso-pueblo28223-51752974428_108900/,"ALQUILER SEGURO,S.A.",2025-02-10,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,1.0,SIN ESPECIFICAR,1100.0,14.0,,2025-02-10,,75.0,75.0,3.0,1.0,Si,,Si,Si,Si,,,Error al procesar consumo,Error al procesar emisiones
51754443184_101800,Apartamento en Prado de Somosaguas,https://www.pisos.com/alquilar/apartamento-prado_de_somosaguas-51754443184_101800/,Engel & Völkers Madrid,2025-02-11,pozuelo_de_alarcon,Comunidad de Madrid,,,SIN ESPECIFICAR,2700.0,11.0,Entre 20 y 30 años,2025-02-11,,243.0,243.0,4.0,3.0,Si,,Si,Si,Si,,Si,Error al procesar consumo,Error al procesar emisiones
51728003480_100500,Piso en Zona Avenida de Europa,https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-51728003480_100500/,INMOBILIARIA INTERNACIONAL CPM,2025-02-21,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,2.0,OESTE,1900.0,16.0,Entre 30 y 50 años,2025-02-21,103.0,117.0,117.0,2.0,2.0,Si,,Si,Si,,,Si,Error al procesar consumo,Error al procesar emisiones
51699007886_102100,Piso en Pozuelo de Alarcón,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28224-51699007886_102100/,Gilmar Alquileres Madrid Exterior,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,1400.0,12.0,,2025-02-20,,111.0,111.0,2.0,2.0,,,,,,,,Error al procesar consumo,Error al procesar emisiones
50022541950_101800,Apartamento en Prado de Somosaguas,https://www.pisos.com/alquilar/apartamento-prado_de_somosaguas-50022541950_101800/,Engel & Völkers Madrid,2024-12-19,pozuelo_de_alarcon,Comunidad de Madrid,,,SIN ESPECIFICAR,3150.0,13.0,,2024-12-19,,230.0,230.0,4.0,4.0,Si,,Si,Si,Si,,Si,Error al procesar consumo,Error al procesar emisiones
48375261484_100500,Ático en Somosaguas-Húmera-Los Ángeles,https://www.pisos.com/alquilar/atico-somosaguas_humera_los_angeles28223-48375261484_100500/,INMOBILIARIA INTERNACIONAL CPM,2025-02-21,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,2.0,NORTE,2400.0,12.0,Entre 10 y 20 años,2025-02-21,120.0,200.0,200.0,2.0,2.0,Si,,Si,Si,,Si,Si,Error al procesar consumo,Error al procesar emisiones
51708792816_102100,Piso en Pozuelo de Alarcón,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28224-51708792816_102100/,Gilmar Alquileres Madrid Exterior,2025-02-10,pozuelo_de_alarcon,Comunidad de Madrid,28224.0,,SIN ESPECIFICAR,2400.0,13.0,,2025-02-10,,172.0,172.0,4.0,3.0,,,Si,,,,,Error al procesar consumo,Error al procesar emisiones
51766165565_102100,Piso en Pozuelo de Alarcón,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28223-51766165565_102100/,Gilmar Alquileres Madrid Exterior,2025-02-06,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,,SIN ESPECIFICAR,1600.0,39.0,,2025-02-06,,41.0,41.0,1.0,1.0,,,,,,,,Error al procesar consumo,Error al procesar emisiones
50080752208_101800,Casa en Somosaguas-Húmera-Los Ángeles,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-50080752208_101800/,Engel & Völkers Madrid,2025-01-14,pozuelo_de_alarcon,Comunidad de Madrid,28223.0,,SIN ESPECIFICAR,5000.0,25.0,Entre 30 y 50 años,2025-01-14,,200.0,200.0,3.0,4.0,Si,,,Si,Si,,,"E, E","E, E"
51727580432_100500,Piso en Carretera Pozuelo,https://www.pisos.com/alquilar/piso-golf_el_carralero28222-51727580432_100500/,HONDALAR,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,28222.0,2.0,SIN ESPECIFICAR,1900.0,12.0,Entre 20 y 30 años,2025-02-20,110.0,151.0,151.0,3.0,2.0,,,Si,Si,,,Si,Error al procesar consumo,Error al procesar emisiones
15094393610_100500,Piso en Carretera Pozuelo,https://www.pisos.com/alquilar/piso-golf_el_carralero28220-15094393610_100500/,HONDALAR,2025-02-20,pozuelo_de_alarcon,Comunidad de Madrid,28220.0,2.0,NORTE,1300.0,26.0,Entre 30 y 50 años,2025-02-20,42.0,50.0,50.0,1.0,1.0,Si,Si,,Si,,Si,Si,Error al procesar consumo,Error al procesar emisiones
51735353975_102100,Piso en Boadilla del Monte,https://www.pisos.com/alquilar/piso-boadilla_del_monte_monteprincipe28660-51735353975_102100/,Gilmar Alquileres Madrid Exterior,2025-02-14,pozuelo_de_alarcon,Comunidad de Madrid,28660.0,,SIN ESPECIFICAR,1750.0,11.0,,2025-02-14,,154.0,154.0,3.0,2.0,,,,,,,,Error al procesar consumo,Error al procesar emisiones
51728666186_102100,Chalet en Boadilla del Monte,https://www.pisos.com/alquilar/chalet-boadilla_del_monte_monteprincipe28660-51728666186_102100/,Gilmar Alquileres Madrid Exterior,2025-02-19,pozuelo_de_alarcon,Comunidad de Madrid,28660.0,,SIN ESPECIFICAR,2800.0,18.0,,2025-02-19,,150.0,150.0,3.0,3.0,,,,,,,,Error al procesar consumo,Error al procesar emisiones
40020748546_101800,Casa en El Soto de la Moraleja,https://www.pisos.com/alquilar/casa-el_soto_de_la_moraleja28109-40020748546_101800/,Engel & Völkers Madrid,2025-02-03,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,SIN ESPECIFICAR,3300.0,20.0,,2025-02-03,,158.0,158.0,4.0,3.0,Si,,,,Si,,,Error al procesar consumo,Error al procesar emisiones
47504999444_101800,Casa en Encinar de los Reyes,https://www.pisos.com/alquilar/casa-la_moraleja_encinar_de_los_reyes28055-47504999444_101800/,Engel & Völkers Madrid,2025-01-02,madrid_norte_la_moraleja,Comunidad de Madrid,28055.0,,SIN ESPECIFICAR,5800.0,11.0,,2025-01-02,,500.0,500.0,6.0,6.0,Si,,,Si,Si,,,"C, C","C, C"
10360831_179400,Chalet pareado en El Encinar de los Reyes,https://www.pisos.com/alquilar/chalet_pareado-el_soto_de_la_moraleja-10360831_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,,,SIN ESPECIFICAR,4300.0,15.0,Entre 20 y 30 años,2025-02-21,270.0,270.0,270.0,4.0,4.0,Si,,Si,,Si,Si,,Error al procesar consumo,Error al procesar emisiones
94257249474_996542,Ático en Cuesta del Cerro,https://www.pisos.com/alquilar/atico-alcobendas_el_soto-94257249474_996542/,DIPLOMATIC REAL ESTATE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,,3.0,SUR,4200.0,16.0,Entre 10 y 20 años,2025-02-21,220.0,254.0,254.0,3.0,4.0,Si,Si,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
49219810571_100500,Casa adosada en El Soto de La Moraleja,https://www.pisos.com/alquilar/casa_adosada-el_soto_de_la_moraleja28109-49219810571_100500/,ELEPHANT REAL ESTATE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,ESTE,3300.0,20.0,Entre 30 y 50 años,2025-02-21,140.0,160.0,160.0,4.0,3.0,,,Si,Si,Si,Si,,"E, E","E, E"
47524132485_179400,Chalet adosado en El Soto de La Moraleja,https://www.pisos.com/alquilar/chalet_adosado-el_soto_de_la_moraleja-47524132485_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,,,SURESTE,6500.0,14.0,Entre 30 y 50 años,2025-02-21,430.0,450.0,450.0,5.0,5.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
49184241621_100500,Piso en Soto de La Moraleja,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-49184241621_100500/,ELEPHANT REAL ESTATE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,1.0,SURESTE,2500.0,23.0,Entre 20 y 30 años,2025-02-21,90.0,106.0,106.0,2.0,2.0,,,Si,,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
49244615823_100500,Dúplex en El Soto de La Moraleja,https://www.pisos.com/alquilar/duplex-el_soto_de_la_moraleja28109-49244615823_100500/,ELEPHANT REAL ESTATE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,1.0,OESTE,2000.0,26.0,Entre 30 y 50 años,2025-02-21,56.0,76.0,76.0,1.0,2.0,,,,,Si,Si,,"D, D","D, D"
49180592695_106000,Chalet en Soto de La Moraleja,https://www.pisos.com/alquilar/chalet-el_soto_de_la_moraleja28109-49180592695_106000/,INMOLINE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,SIN ESPECIFICAR,6000.0,,,2025-02-21,,,150.0,6.0,5.0,Si,Si,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
94168110018_179400,Piso en calle Paseo de los Parques,https://www.pisos.com/alquilar/piso-la_moraleja_distrito28109-94168110018_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-20,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,2.0,SIN ESPECIFICAR,3300.0,22.0,Entre 20 y 30 años,2025-02-20,145.0,150.0,150.0,4.0,2.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
51720041874_996542,Piso en Paseo de los Parques,https://www.pisos.com/alquilar/piso-la_moraleja_encinar_de_los_reyes28109-51720041874_996542/,DIPLOMATIC REAL ESTATE,2025-02-20,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,1.0,SIN ESPECIFICAR,2700.0,19.0,Entre 20 y 30 años,2025-02-20,130.0,140.0,140.0,3.0,2.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
88421310572_179400,Chalet adosado en El Soto de La Moraleja,https://www.pisos.com/alquilar/chalet_adosado-el_soto_de_la_moraleja-88421310572_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-17,madrid_norte_la_moraleja,Comunidad de Madrid,,,ESTE,6500.0,16.0,,2025-02-17,400.0,400.0,400.0,4.0,5.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
904123466_179400,Chalet pareado en El Encinar de los Reyes,https://www.pisos.com/alquilar/chalet_pareado-la_moraleja_encinar_de_los_reyes-904123466_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-13,madrid_norte_la_moraleja,Comunidad de Madrid,,,SIN ESPECIFICAR,5500.0,11.0,Entre 10 y 20 años,2025-02-13,450.0,500.0,500.0,4.0,6.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
47503701576_179400,Piso en Entrada del Encinar,https://www.pisos.com/alquilar/piso-la_moraleja_encinar_de_los_reyes28109-47503701576_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-10,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,1.0,SIN ESPECIFICAR,3150.0,21.0,Entre 10 y 20 años,2025-02-10,150.0,150.0,150.0,4.0,4.0,Si,,Si,Si,,Si,Si,Error al procesar consumo,Error al procesar emisiones
49264956323_179400,Dúplex en calle Iris,https://www.pisos.com/alquilar/duplex-el_soto_de_la_moraleja28109-49264956323_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-16,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,0.0,SURESTE,3100.0,15.0,Entre 20 y 30 años,2025-02-16,165.0,195.0,195.0,3.0,3.0,Si,,,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
49243202027_996542,Ático en Avenida de la Vega,https://www.pisos.com/alquilar/atico-arroyo_de_la_vega28108-49243202027_996542/,DIPLOMATIC REAL ESTATE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28108.0,4.0,SIN ESPECIFICAR,3900.0,18.0,Entre 20 y 30 años,2025-02-21,160.0,210.0,210.0,4.0,4.0,Si,,Si,,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
51699746274_100500,Ático en La Moraleja,https://www.pisos.com/alquilar/atico-la_moraleja_encinar_de_los_reyes28055-51699746274_100500/,ELEPHANT ROOM MADRID,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28055.0,3.0,ESTE,3950.0,19.0,Menos de 5 años,2025-02-21,180.0,200.0,200.0,4.0,4.0,,,Si,Si,Si,Si,Si,"A, A","A, A"
94210028233_179400,Piso en calle Paseo de los Parques,https://www.pisos.com/alquilar/piso-la_moraleja_encinar_de_los_reyes28109-94210028233_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-01-07,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,0.0,SIN ESPECIFICAR,1500.0,16.0,,2025-01-07,80.0,90.0,90.0,2.0,1.0,,Si,,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
50866497037_179400,Piso en Próximo A Ics,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-50866497037_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-01-25,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,1.0,ESTE,4400.0,14.0,Entre 30 y 50 años,2025-01-25,217.0,295.0,295.0,4.0,3.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
5866004321_179400,Chalet adosado en El Soto de La Moraleja,https://www.pisos.com/alquilar/chalet_adosado-el_soto_de_la_moraleja28109-5866004321_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-01-08,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,SUROESTE,3400.0,17.0,Entre 30 y 50 años,2025-01-08,189.0,200.0,200.0,3.0,3.0,Si,,,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
38420376246_179400,Chalet adosado en El Soto de la Moraleja,https://www.pisos.com/alquilar/chalet_adosado-el_soto_de_la_moraleja-38420376246_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-05,madrid_norte_la_moraleja,Comunidad de Madrid,,,SIN ESPECIFICAR,3300.0,22.0,Entre 30 y 50 años,2025-02-05,145.0,150.0,150.0,3.0,4.0,Si,,,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
51715318483_179400,Piso en La Moraleja,https://www.pisos.com/alquilar/piso-la_moraleja_distrito28109-51715318483_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-20,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,2.0,SURESTE,4500.0,21.0,Menos de 5 años,2025-02-20,210.0,214.0,214.0,6.0,4.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
51694741372_996542,Dúplex en Paseo Europa,https://www.pisos.com/alquilar/duplex-arroyo_de_la_vega28703-51694741372_996542/,DIPLOMATIC REAL ESTATE,2025-02-20,madrid_norte_la_moraleja,Comunidad de Madrid,28703.0,0.0,SIN ESPECIFICAR,2250.0,28.0,Entre 20 y 30 años,2025-02-20,75.0,80.0,80.0,2.0,2.0,Si,Si,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
50077667977_179400,Piso en El Soto de la Moraleja,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-50077667977_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-19,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,2.0,NOROESTE,2500.0,23.0,Entre 30 y 50 años,2025-02-19,100.0,106.0,106.0,2.0,2.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
45015707241_179400,Chalet pareado en La Moraleja,https://www.pisos.com/alquilar/chalet_pareado-la_moraleja_distrito-45015707241_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-16,madrid_norte_la_moraleja,Comunidad de Madrid,,,SURESTE,5500.0,17.0,Menos de 5 años,2025-02-16,310.0,311.0,311.0,5.0,5.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
50929869603_179400,Piso en Próximo A Ics,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-50929869603_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-01-19,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,1.0,SIN ESPECIFICAR,5500.0,20.0,Más de 50 años,2025-01-19,250.0,269.0,269.0,5.0,5.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
50025062281_179400,Piso en La Moraleja,https://www.pisos.com/alquilar/piso-la_moraleja_distrito28109-50025062281_179400/,MAGNAPOL Soluciones Inmobiliarias,2025-02-18,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,2.0,SURESTE,5000.0,23.0,Menos de 5 años,2025-02-18,210.0,214.0,214.0,6.0,4.0,Si,,Si,Si,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
39242229622_100500,Casa pareada en calle del Camino Nuevo,https://www.pisos.com/alquilar/casa_pareada-el_soto_de_la_moraleja28109-39242229622_100500/,COTARENT,2025-02-04,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,SIN ESPECIFICAR,3300.0,20.0,,2025-02-04,,160.0,160.0,4.0,3.0,Si,,Si,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
51740476026_108500,Piso en El Soto de la Moraleja,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-51740476026_108500/,Huspy,2025-02-20,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,SUR,5500.0,19.0,,2025-02-20,,278.0,278.0,5.0,5.0,,,,Si,,Si,Si,Error al procesar consumo,Error al procesar emisiones
51759099963_100500,Casa pareada en calle de Alcobendas,https://www.pisos.com/alquilar/casa_pareada-la_moraleja_distrito28109-51759099963_100500/,ELEPHANT REAL ESTATE,2025-02-21,madrid_norte_la_moraleja,Comunidad de Madrid,28109.0,,ESTE,7900.0,15.0,Entre 30 y 50 años,2025-02-21,480.0,499.0,499.0,5.0,7.0,,,,Si,Si,Si,,Error al procesar consumo,Error al procesar emisiones
