identificador,nombre,href,agencia,timestamp,ubicacion,CCAA,codigo_postal,planta,orientacion,precio,precio_m2,antiguedad,actualizacion,superficie_util,superficie_construida,superficie,habitaciones,baños,cocina_equipada,amueblado,terraza,armarios_empotrados,calefaccion,aire_acondicionado,ascensor,consumo,emisiones
50894869969_101800,Apartamento en Plaça del Doctor Ignasi Barraquer,https://www.pisos.com/alquilar/apartamento-les_corts_barrio08029-50894869969_101800/,Engel & Völkers MMC Barcelona,2025-02-10,barcelona_capital,Cataluña,8029.0,,SIN ESPECIFICAR,1400.0,28.0,Más de 50 años,2025-02-10,,50.0,50.0,1.0,1.0,Si,Si,,Si,Si,,Si,"E, D","E, D"
40923061922_100500,Piso en Carrer de Roger de Llúria,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-40923061922_100500/,Ukio,2024-11-22,barcelona_capital,Cataluña,8010.0,1.0,SIN ESPECIFICAR,3005.0,30.0,,2024-11-22,,100.0,100.0,1.0,1.0,Si,Si,Si,Si,,Si,Si,"E, E","E, E"
44224168985_108900,Piso en Carrer de Ràfols,https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44224168985_108900/,CORNEX CAPITAL,2025-02-11,barcelona_capital,Cataluña,8034.0,2.0,SIN ESPECIFICAR,4950.0,39.0,,2025-02-11,106.0,124.0,124.0,3.0,2.0,,,Si,,Si,Si,Si,"A, A","A, A"
44265904297_108900,Piso en Carrer de Ràfols,https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44265904297_108900/,CORNEX CAPITAL,2025-01-03,barcelona_capital,Cataluña,8034.0,4.0,SIN ESPECIFICAR,4950.0,39.0,,2025-01-03,106.0,124.0,124.0,3.0,2.0,,,Si,,Si,Si,Si,"A, A","A, A"
51700788636_513606,"Piso en Via Laietana, 20",https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-51700788636_513606/,SmartMove,2025-02-21,barcelona_capital,Cataluña,8003.0,1.0,SURESTE,2950.0,25.0,,2025-02-21,115.0,115.0,115.0,2.0,2.0,,Si,,,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
50837098762_101800,Apartamento en Travessera de Gràcia,https://www.pisos.com/alquilar/apartamento-la_vila_de_gracia08006-50837098762_101800/,Engel & Völkers MMC Barcelona,2025-02-18,barcelona_capital,Cataluña,8006.0,,SIN ESPECIFICAR,2200.0,16.0,,2025-02-18,,131.0,131.0,4.0,2.0,Si,,Si,Si,,,Si,"E, E","E, E"
51688806817_101800,Apartamento en Carrer de l'Arc de Sant Agustí,https://www.pisos.com/alquilar/apartamento-el_raval08001-51688806817_101800/,Engel & Völkers MMC Barcelona,2025-02-14,barcelona_capital,Cataluña,8001.0,2.0,SIN ESPECIFICAR,1350.0,30.0,,2025-02-14,,45.0,45.0,2.0,1.0,Si,Si,,Si,Si,,Si,"E, D","E, D"
50903697943_109300,Piso en Ciutat Vella,https://www.pisos.com/alquilar/piso-el_raval08001-50903697943_109300/,Urbane International Real estate,2025-01-18,barcelona_capital,Cataluña,8001.0,1.0,NORTE,1500.0,28.0,,2025-01-18,50.0,52.0,52.0,1.0,1.0,Si,Si,Si,,Si,Si,Si,Error al procesar consumo,Error al procesar emisiones
51680449256_101800,Apartamento en Carrer del Consell de Cent,https://www.pisos.com/alquilar/apartamento-sants_montjuic_hostafrancs08014-51680449256_101800/,Engel & Völkers MMC Barcelona,2025-02-17,barcelona_capital,Cataluña,8014.0,,SIN ESPECIFICAR,1600.0,26.0,Más de 50 años,2025-02-17,,60.0,60.0,2.0,1.0,Si,Si,,Si,Si,,Si,"F, E","F, E"
51711236758_101800,Apartamento en Carrer de Julián Romea,https://www.pisos.com/alquilar/apartamento-sant_gervasi_galvany08006-51711236758_101800/,Engel & Völkers MMC Barcelona,2025-02-14,barcelona_capital,Cataluña,8006.0,1.0,SIN ESPECIFICAR,2500.0,31.0,,2025-02-14,,80.0,80.0,1.0,1.0,,,,,,,,"E, E","E, E"
50885482847_101800,Apartamento en El Raval,https://www.pisos.com/alquilar/apartamento-el_raval08001-50885482847_101800/,Engel & Völkers MMC Barcelona,2025-01-29,barcelona_capital,Cataluña,8001.0,,SIN ESPECIFICAR,1250.0,28.0,Más de 50 años,2025-01-29,,44.0,44.0,1.0,1.0,,,,,Si,,,"G, F","G, F"
50048932164_101800,Apartamento en Carrer d'Aragó,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-50048932164_101800/,Engel & Völkers MMC Barcelona,2025-02-10,barcelona_capital,Cataluña,8007.0,3.0,SIN ESPECIFICAR,3800.0,42.0,Más de 50 años,2025-02-10,,89.0,89.0,3.0,2.0,Si,Si,,Si,Si,,Si,"E, E","E, E"
51763810045_101800,Apartamento en Rambla de Guipúscoa,https://www.pisos.com/alquilar/apartamento-sant_marti_la_verneda_la_pau08020-51763810045_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8020.0,4.0,SIN ESPECIFICAR,1807.0,24.0,Menos de 5 años,2025-02-20,,74.0,74.0,3.0,2.0,Si,Si,Si,Si,Si,,Si,"A, A","A, A"
50878673107_101800,Apartamento en Carrer de Sants,https://www.pisos.com/alquilar/apartamento-sants_montjuic_sants08014-50878673107_101800/,Engel & Völkers MMC Barcelona,2025-01-15,barcelona_capital,Cataluña,8014.0,,SIN ESPECIFICAR,1900.0,27.0,,2025-01-15,,70.0,70.0,3.0,2.0,Si,Si,,Si,Si,,Si,"D, D","D, D"
44195324838_108900,Piso en Carrer de Ràfols,https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44195324838_108900/,CORNEX CAPITAL,2025-02-13,barcelona_capital,Cataluña,8034.0,1.0,SIN ESPECIFICAR,4950.0,39.0,,2025-02-13,106.0,124.0,124.0,3.0,2.0,,,Si,,Si,Si,Si,"A, A","A, A"
50041558873_101800,Ático en Carrer del Pi,https://www.pisos.com/alquilar/atico-el_barri_gotic08002-50041558873_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8002.0,7.0,SIN ESPECIFICAR,3900.0,32.0,Más de 50 años,2025-02-20,,121.0,121.0,3.0,2.0,Si,Si,Si,,Si,,Si,"D, D","D, D"
51690353170_101800,Loft en Passatge de Sert,https://www.pisos.com/alquilar/loft-sant_pere_santa_caterina_la_ribera08003-51690353170_101800/,Engel & Völkers MMC Barcelona,2025-02-05,barcelona_capital,Cataluña,8003.0,4.0,SIN ESPECIFICAR,7500.0,25.0,Más de 50 años,2025-02-05,,293.0,293.0,2.0,2.0,Si,Si,Si,Si,Si,,Si,"F, F","F, F"
51672156447_101800,Apartamento en El Raval,https://www.pisos.com/alquilar/apartamento-el_raval08001-51672156447_101800/,Engel & Völkers MMC Barcelona,2025-02-04,barcelona_capital,Cataluña,8001.0,2.0,SIN ESPECIFICAR,1250.0,29.0,,2025-02-04,,42.0,42.0,1.0,1.0,,Si,,,Si,,Si,"B, A","B, A"
51713213380_101800,Apartamento en Ronda de Sant Pere,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08010-51713213380_101800/,Engel & Völkers MMC Barcelona,2025-02-13,barcelona_capital,Cataluña,8010.0,1.0,SIN ESPECIFICAR,4200.0,22.0,,2025-02-13,,190.0,190.0,4.0,2.0,Si,Si,,Si,Si,,Si,"E, E","E, E"
46707718861_101800,Apartamento en Passeig de García Fària,https://www.pisos.com/alquilar/apartamento-diagonal_mar_el_front_maritim_del_poblenou08019-46707718861_101800/,Engel & Völkers MMC Barcelona,2024-08-14,barcelona_capital,Cataluña,8019.0,11.0,SIN ESPECIFICAR,7500.0,31.0,Entre 10 y 20 años,2024-08-14,,240.0,240.0,3.0,2.0,Si,Si,Si,Si,Si,,Si,"D, C","D, C"
51700225674_101800,Apartamento en El Camp de l'Arpa del Clot,https://www.pisos.com/alquilar/apartamento-el_camp_de_arpa_del_clot08026-51700225674_101800/,Engel & Völkers MMC Barcelona,2025-02-10,barcelona_capital,Cataluña,8026.0,2.0,SIN ESPECIFICAR,1650.0,25.0,,2025-02-10,,64.0,64.0,2.0,1.0,Si,Si,,,Si,,,"E, E","E, E"
50854152906_101800,Apartamento en Carrer dels Escudellers,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-50854152906_101800/,Engel & Völkers MMC Barcelona,2025-02-17,barcelona_capital,Cataluña,8002.0,2.0,SIN ESPECIFICAR,1495.0,23.0,Más de 50 años,2025-02-17,,65.0,65.0,2.0,1.0,Si,Si,,,Si,,Si,"E, E","E, E"
51670297968_101800,Apartamento en Carrer del Comte d'Urgell,https://www.pisos.com/alquilar/apartamento-la_nova_esquerra_de_eixample08015-51670297968_101800/,Engel & Völkers MMC Barcelona,2025-02-19,barcelona_capital,Cataluña,8015.0,1.0,SIN ESPECIFICAR,1800.0,32.0,Más de 50 años,2025-02-19,,55.0,55.0,2.0,1.0,Si,Si,,,Si,,,"E, E","E, E"
48400025933_101800,Apartamento en Passeig de Gràcia,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08008-48400025933_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8008.0,2.0,SIN ESPECIFICAR,3620.0,26.0,Más de 50 años,2025-02-20,,136.0,136.0,1.0,2.0,Si,,,Si,Si,,Si,"F, F","F, F"
51718664835_101800,Ático en Gran Via de les Corts Catalanes,https://www.pisos.com/alquilar/atico-antiga_esquerra_de_eixample08011-51718664835_101800/,Engel & Völkers MMC Barcelona,2025-02-03,barcelona_capital,Cataluña,8011.0,,SIN ESPECIFICAR,2600.0,37.0,Más de 50 años,2025-02-03,,70.0,70.0,2.0,2.0,Si,Si,Si,,Si,,,"E, D","E, D"
51703616608_101800,Apartamento en Carrer de Girona,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08037-51703616608_101800/,Engel & Völkers MMC Barcelona,2025-02-11,barcelona_capital,Cataluña,8037.0,,SIN ESPECIFICAR,2300.0,28.0,Más de 50 años,2025-02-11,,80.0,80.0,2.0,2.0,Si,Si,,Si,Si,,Si,"C, C","C, C"
50932537552_100500,Casa en Carrer dels Cavallers,https://www.pisos.com/alquilar/casa-pedralbes08034-50932537552_100500/,SINGULAR PROPERTIES,2025-02-19,barcelona_capital,Cataluña,8034.0,,SUR,12900.0,22.0,Entre 30 y 50 años,2025-02-19,507.0,584.0,584.0,6.0,5.0,,Si,Si,,Si,,,"F, G","F, G"
51674558646_101800,Apartamento en Carrer de Sant Miquel,https://www.pisos.com/alquilar/apartamento-ciutat_vella_la_barceloneta08003-51674558646_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8003.0,3.0,SIN ESPECIFICAR,1300.0,37.0,,2025-02-20,,35.0,35.0,1.0,1.0,Si,Si,Si,Si,Si,,Si,"E, E","E, E"
51684306411_101800,Apartamento en La Dreta de l'Eixample,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08009-51684306411_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8009.0,,SIN ESPECIFICAR,2400.0,24.0,,2025-02-20,,98.0,98.0,3.0,2.0,Si,Si,,Si,Si,,Si,"F, E","F, E"
50085100311_101800,Apartamento en Plaça del Mar,https://www.pisos.com/alquilar/apartamento-ciutat_vella_la_barceloneta08003-50085100311_101800/,Engel & Völkers MMC Barcelona,2025-01-20,barcelona_capital,Cataluña,8003.0,3.0,SIN ESPECIFICAR,2950.0,49.0,,2025-01-20,,60.0,60.0,2.0,2.0,Si,Si,,,Si,,Si,"E, E","E, E"
45036096423_101800,Apartamento en Carrer de Puerto Príncipe,https://www.pisos.com/alquilar/apartamento-el_congres_els_indians08027-45036096423_101800/,Engel & Völkers MMC Barcelona,2024-06-11,barcelona_capital,Cataluña,8027.0,,SIN ESPECIFICAR,1900.0,34.0,Entre 20 y 30 años,2024-06-11,,55.0,55.0,1.0,1.0,,,,,,,Si,"E, E","E, E"
50874415167_100200,Piso en La Sagrada Família,https://www.pisos.com/alquilar/piso-la_sagrada_familia08013-50874415167_100200/,Sagrada Familia Mar Sl,2025-02-19,barcelona_capital,Cataluña,8013.0,,SIN ESPECIFICAR,1750.0,22.0,Más de 50 años,2025-02-19,,79.0,79.0,1.0,2.0,,,,,,Si,Si,"F, E","F, E"
51696222579_101800,Apartamento en Carrer de Parcerisa,https://www.pisos.com/alquilar/apartamento-sants_montjuic_la_bordeta08014-51696222579_101800/,Engel & Völkers MMC Barcelona,2025-02-05,barcelona_capital,Cataluña,8014.0,2.0,SIN ESPECIFICAR,1995.0,26.0,Menos de 5 años,2025-02-05,,76.0,76.0,3.0,2.0,Si,Si,Si,Si,Si,,Si,"A, A","A, A"
51723085060_101800,Apartamento en Carrer de la Diputació,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08009-51723085060_101800/,Engel & Völkers MMC Barcelona,2025-02-19,barcelona_capital,Cataluña,8009.0,1.0,SIN ESPECIFICAR,3000.0,21.0,,2025-02-19,,140.0,140.0,3.0,2.0,,,Si,Si,Si,,Si,"E, E","E, E"
51725733014_101800,Apartamento en Sant Gervasi-La Bonanova,https://www.pisos.com/alquilar/apartamento-sant_gervasi_la_bonanova08022-51725733014_101800/,Engel & Völkers MMC Barcelona,2025-02-18,barcelona_capital,Cataluña,8022.0,4.0,SIN ESPECIFICAR,1850.0,33.0,,2025-02-18,,55.0,55.0,2.0,1.0,Si,Si,,,Si,,Si,"C, B","C, B"
50886068036_101800,Apartamento en El Barri Gòtic,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-50886068036_101800/,Engel & Völkers MMC Barcelona,2025-01-24,barcelona_capital,Cataluña,8002.0,,SIN ESPECIFICAR,1800.0,21.0,,2025-01-24,,85.0,85.0,3.0,1.0,Si,Si,,,Si,,Si,"E, E","E, E"
51757511151_101800,Apartamento en Carrer de Parcerisa,https://www.pisos.com/alquilar/apartamento-sants_montjuic_la_bordeta08014-51757511151_101800/,Engel & Völkers MMC Barcelona,2025-02-17,barcelona_capital,Cataluña,8014.0,7.0,SIN ESPECIFICAR,1600.0,27.0,Menos de 5 años,2025-02-17,,59.0,59.0,2.0,1.0,Si,Si,Si,Si,Si,,Si,"A, A","A, A"
50046820423_101800,Apartamento en Gran Via de les Corts Catalanes,https://www.pisos.com/alquilar/apartamento-antiga_esquerra_de_eixample08011-50046820423_101800/,Engel & Völkers MMC Barcelona,2025-01-30,barcelona_capital,Cataluña,8011.0,3.0,SIN ESPECIFICAR,2500.0,25.0,Más de 50 años,2025-01-30,,100.0,100.0,3.0,2.0,Si,Si,,Si,Si,,Si,"E, D","E, D"
51685686287_101800,Apartamento en La Verneda-La Pau,https://www.pisos.com/alquilar/apartamento-sant_marti_la_verneda_la_pau08020-51685686287_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8020.0,,SIN ESPECIFICAR,1500.0,18.0,,2025-02-20,,81.0,81.0,2.0,2.0,,,,,Si,,Si,"E, E","E, E"
50836474036_101800,Apartamento en Carrer de l'Avenir,https://www.pisos.com/alquilar/apartamento-la_vila_de_gracia08012-50836474036_101800/,Engel & Völkers MMC Barcelona,2025-01-02,barcelona_capital,Cataluña,8012.0,2.0,SIN ESPECIFICAR,2500.0,46.0,Entre 5 y 10 años,2025-01-02,,54.0,54.0,1.0,1.0,Si,,,Si,Si,,Si,"A, A","A, A"
50872004122_529351,"Piso en Carrer de Teresa de Cofrents, 19",https://www.pisos.com/alquilar/piso-verdun-50872004122_529351/,VICTORIA DIEGO AGENTE INMOBILARIO,2025-02-19,barcelona_capital,Cataluña,,1.0,SIN ESPECIFICAR,990.0,15.0,Más de 50 años,2025-02-19,54.0,63.0,63.0,3.0,1.0,Si,,,,,Si,,"E, E","E, E"
47588515652_100500,Piso en Carrer de l'Equador,https://www.pisos.com/alquilar/piso-les_corts_barrio08029-47588515652_100500/,M TORNÉ REAL ESTATE,2025-02-03,barcelona_capital,Cataluña,8029.0,4.0,SURESTE,2900.0,32.0,Menos de 5 años,2025-02-03,85.0,90.0,90.0,2.0,2.0,Si,Si,Si,Si,,Si,Si,"B, A","B, A"
50909208647_101800,Apartamento en Carrer de l'Avenir,https://www.pisos.com/alquilar/apartamento-la_vila_de_gracia08012-50909208647_101800/,Engel & Völkers MMC Barcelona,2025-01-02,barcelona_capital,Cataluña,8012.0,2.0,SIN ESPECIFICAR,2550.0,50.0,Entre 5 y 10 años,2025-01-02,,51.0,51.0,1.0,1.0,Si,,,Si,Si,,Si,"A, A","A, A"
51749855751_101800,Apartamento en Sant Gervasi-Galvany,https://www.pisos.com/alquilar/apartamento-sant_gervasi_galvany08006-51749855751_101800/,Engel & Völkers MMC Barcelona,2025-02-19,barcelona_capital,Cataluña,8006.0,3.0,SIN ESPECIFICAR,7500.0,53.0,Más de 50 años,2025-02-19,,140.0,140.0,3.0,2.0,Si,Si,,Si,Si,,Si,"A, A","A, A"
51668998050_101800,Apartamento en Plaça de Sant Josep Oriol,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-51668998050_101800/,Engel & Völkers MMC Barcelona,2025-02-18,barcelona_capital,Cataluña,8002.0,2.0,SIN ESPECIFICAR,2550.0,24.0,,2025-02-18,,103.0,103.0,3.0,2.0,Si,Si,,,,,Si,"E, E","E, E"
50870611270_101800,Apartamento en Carrer de Sant Antoni Maria Claret,https://www.pisos.com/alquilar/apartamento-el_camp_en_grassot_gracia_nova08037-50870611270_101800/,Engel & Völkers MMC Barcelona,2025-01-02,barcelona_capital,Cataluña,8037.0,1.0,SIN ESPECIFICAR,1800.0,36.0,Más de 50 años,2025-01-02,,50.0,50.0,1.0,1.0,Si,Si,Si,Si,Si,,Si,"D, C","D, C"
43391401129_101800,Ático en Carrer del Consell de Cent,https://www.pisos.com/alquilar/atico-la_dreta_de_eixample08009-43391401129_101800/,Engel & Völkers MMC Barcelona,2024-09-10,barcelona_capital,Cataluña,8009.0,,SIN ESPECIFICAR,5100.0,69.0,,2024-09-10,,73.0,73.0,1.0,1.0,Si,Si,,,Si,,Si,"C, C","C, C"
42573444574_101800,Apartamento en Carrer de Copons,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-42573444574_101800/,Engel & Völkers MMC Barcelona,2025-01-17,barcelona_capital,Cataluña,8002.0,1.0,SIN ESPECIFICAR,3900.0,26.0,Menos de 5 años,2025-01-17,,150.0,150.0,3.0,2.0,Si,Si,Si,Si,Si,,Si,"F, G","F, G"
51749481862_101800,Apartamento en Plaça de Tetuan,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-51749481862_101800/,Engel & Völkers MMC Barcelona,2025-02-12,barcelona_capital,Cataluña,8010.0,7.0,SIN ESPECIFICAR,3200.0,13.0,Más de 50 años,2025-02-12,,241.0,241.0,4.0,3.0,Si,Si,,Si,Si,,,"E, E","E, E"
45021871700_101800,Apartamento en Carrer de Provença,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08008-45021871700_101800/,Engel & Völkers MMC Barcelona,2024-12-06,barcelona_capital,Cataluña,8008.0,,SIN ESPECIFICAR,2300.0,22.0,Más de 50 años,2024-12-06,,104.0,104.0,1.0,1.0,,,,,Si,,Si,"E, E","E, E"
50903885889_101800,Apartamento en L'Antiga Esquerra de l'Eixample,https://www.pisos.com/alquilar/apartamento-antiga_esquerra_de_eixample08036-50903885889_101800/,Engel & Völkers MMC Barcelona,2025-01-13,barcelona_capital,Cataluña,8036.0,1.0,SIN ESPECIFICAR,3500.0,35.0,,2025-01-13,,100.0,100.0,3.0,2.0,Si,Si,,Si,Si,,Si,"E, D","E, D"
45028641417_101800,Apartamento en La Dreta de l'Eixample,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08002-45028641417_101800/,Engel & Völkers MMC Barcelona,2024-08-22,barcelona_capital,Cataluña,8002.0,4.0,SIN ESPECIFICAR,3000.0,24.0,Más de 50 años,2024-08-22,,125.0,125.0,3.0,2.0,Si,Si,Si,Si,Si,,Si,"F, E","F, E"
49250327971_101800,Apartamento en La Dreta de l'Eixample,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08008-49250327971_101800/,Engel & Völkers MMC Barcelona,2025-02-20,barcelona_capital,Cataluña,8008.0,2.0,SIN ESPECIFICAR,3700.0,23.0,Entre 20 y 30 años,2025-02-20,,157.0,157.0,3.0,2.0,,,,Si,Si,,Si,"E, E","E, E"
51667824618_101800,Apartamento en Carrer d'En Carabassa,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-51667824618_101800/,Engel & Völkers MMC Barcelona,2025-02-06,barcelona_capital,Cataluña,8002.0,1.0,SIN ESPECIFICAR,2200.0,20.0,,2025-02-06,,110.0,110.0,2.0,2.0,,,,,,,,"G, G","G, G"
49176139321_101800,Loft en Carrer d'Aragó,https://www.pisos.com/alquilar/loft-la_dreta_de_eixample08013-49176139321_101800/,Engel & Völkers MMC Barcelona,2025-02-04,barcelona_capital,Cataluña,8013.0,6.0,SIN ESPECIFICAR,1400.0,40.0,,2025-02-04,,35.0,35.0,1.0,1.0,Si,Si,,Si,Si,,Si,"G, F","G, F"
50879240033_100200,Piso en La Barceloneta,https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta08003-50879240033_100200/,TECNOCASA BARCELONETA-MERCAT,2025-02-17,barcelona_capital,Cataluña,8003.0,3.0,SIN ESPECIFICAR,2300.0,18.0,Entre 30 y 50 años,2025-02-17,,123.0,123.0,3.0,3.0,,,,,Si,,Si,"E, E","E, E"
50912750773_101800,Apartamento en Carrer de les Portadores,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-50912750773_101800/,Engel & Völkers MMC Barcelona,2025-01-24,barcelona_capital,Cataluña,8003.0,3.0,SIN ESPECIFICAR,1800.0,35.0,,2025-01-24,,51.0,51.0,2.0,2.0,,Si,,Si,Si,,Si,"C, B","C, B"
50093623657_101800,Apartamento en Avinguda Diagonal,https://www.pisos.com/alquilar/apartamento-sant_gervasi_galvany08021-50093623657_101800/,Engel & Völkers MMC Barcelona,2024-12-04,barcelona_capital,Cataluña,8021.0,,SIN ESPECIFICAR,4500.0,23.0,Más de 50 años,2024-12-04,,188.0,188.0,4.0,3.0,Si,,,,Si,,Si,"E, E","E, E"
30914012038_101800,Apartamento en Carrer del Notariat,https://www.pisos.com/alquilar/apartamento-el_raval08001-30914012038_101800/,Engel & Völkers MMC Barcelona,2024-10-22,barcelona_capital,Cataluña,8001.0,3.0,SIN ESPECIFICAR,2400.0,24.0,,2024-10-22,,100.0,100.0,2.0,1.0,Si,Si,,,Si,,Si,"C, B","C, B"
43400511137_101800,Ático en Carrer del Consell de Cent,https://www.pisos.com/alquilar/atico-la_dreta_de_eixample08009-43400511137_101800/,Engel & Völkers MMC Barcelona,2024-09-09,barcelona_capital,Cataluña,8009.0,,SIN ESPECIFICAR,4900.0,92.0,,2024-09-09,,53.0,53.0,1.0,1.0,Si,Si,,,Si,,Si,"C, C","C, C"
47537111594_101800,Apartamento en La Dreta de l'Eixample,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-47537111594_101800/,Engel & Völkers MMC Barcelona,2024-12-06,barcelona_capital,Cataluña,8007.0,,SIN ESPECIFICAR,2700.0,36.0,,2024-12-06,,75.0,75.0,2.0,1.0,,Si,,Si,Si,,Si,"E, E","E, E"
50839109259_101800,Apartamento en Travessera de Gràcia,https://www.pisos.com/alquilar/apartamento-la_vila_de_gracia08006-50839109259_101800/,Engel & Völkers MMC Barcelona,2025-02-18,barcelona_capital,Cataluña,8006.0,,SIN ESPECIFICAR,2300.0,17.0,,2025-02-18,,134.0,134.0,5.0,3.0,,,Si,Si,Si,,Si,"E, E","E, E"
50890287363_101800,Ático en La Dreta de l'Eixample,https://www.pisos.com/alquilar/atico-la_dreta_de_eixample08009-50890287363_101800/,Engel & Völkers MMC Barcelona,2025-02-07,barcelona_capital,Cataluña,8009.0,,SIN ESPECIFICAR,4500.0,40.0,Más de 50 años,2025-02-07,,110.0,110.0,2.0,2.0,Si,Si,Si,Si,Si,,Si,"E, D","E, D"
49230759659_101800,Apartamento en Carrer dels Carders,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-49230759659_101800/,Engel & Völkers MMC Barcelona,2024-11-04,barcelona_capital,Cataluña,8003.0,2.0,SIN ESPECIFICAR,2200.0,31.0,,2024-11-04,,70.0,70.0,2.0,2.0,Si,Si,,Si,Si,,,"G, G","G, G"
49239474868_101800,Apartamento en La Nova Esquerra de l'Eixample,https://www.pisos.com/alquilar/apartamento-la_nova_esquerra_de_eixample08015-49239474868_101800/,Engel & Völkers MMC Barcelona,2025-01-22,barcelona_capital,Cataluña,8015.0,1.0,SIN ESPECIFICAR,2550.0,21.0,,2025-01-22,,120.0,120.0,2.0,1.0,Si,Si,Si,Si,Si,,Si,"E, D","E, D"
50851115973_101800,Apartamento en La Dreta de l'Eixample,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-50851115973_101800/,Engel & Völkers MMC Barcelona,2025-01-30,barcelona_capital,Cataluña,8010.0,1.0,SIN ESPECIFICAR,3300.0,47.0,Entre 5 y 10 años,2025-01-30,,70.0,70.0,1.0,1.0,Si,Si,,Si,Si,,Si,"A, A","A, A"
50862575240_101800,Apartamento en El Raval,https://www.pisos.com/alquilar/apartamento-el_raval08001-50862575240_101800/,Engel & Völkers MMC Barcelona,2025-02-06,barcelona_capital,Cataluña,8001.0,2.0,SIN ESPECIFICAR,1400.0,34.0,Menos de 5 años,2025-02-06,,41.0,41.0,1.0,1.0,Si,Si,,Si,Si,,Si,"B, A","B, A"
50854476200_101800,Apartamento en Carrer del Bruc,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08037-50854476200_101800/,Engel & Völkers MMC Barcelona,2025-02-05,barcelona_capital,Cataluña,8037.0,3.0,SIN ESPECIFICAR,2000.0,28.0,,2025-02-05,,70.0,70.0,2.0,1.0,Si,Si,,Si,Si,,Si,"E, E","E, E"
50876895024_101800,Apartamento en El Barri Gòtic,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-50876895024_101800/,Engel & Völkers MMC Barcelona,2025-01-24,barcelona_capital,Cataluña,8002.0,,SIN ESPECIFICAR,1800.0,21.0,,2025-01-24,,85.0,85.0,3.0,1.0,Si,Si,,,Si,,Si,"G, F","G, F"
51762553742_525584,Piso en Carrer de Balmes,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08008-51762553742_525584/,AgencySL,2025-02-21,barcelona_capital,Cataluña,8008.0,-1.0,SIN ESPECIFICAR,900.0,22.0,Más de 50 años,2025-02-21,35.0,40.0,40.0,1.0,1.0,Si,Si,,Si,,,Si,"E, E","E, E"
50018351364_101800,Apartamento en calle Irena Sandler,https://www.pisos.com/alquilar/apartamento-el_parc_la_llacuna_del_poblenou08018-50018351364_101800/,Engel & Völkers MMC Barcelona,2024-12-12,barcelona_capital,Cataluña,8018.0,1.0,SIN ESPECIFICAR,2990.0,18.0,Menos de 5 años,2024-12-12,,158.0,158.0,4.0,2.0,Si,,Si,Si,Si,,Si,"A, A","A, A"
50847666222_101800,Apartamento en Carrer de Cartagena,https://www.pisos.com/alquilar/apartamento-la_sagrada_familia08013-50847666222_101800/,Engel & Völkers MMC Barcelona,2025-01-02,barcelona_capital,Cataluña,8013.0,,SIN ESPECIFICAR,2460.0,44.0,Más de 50 años,2025-01-02,,55.0,55.0,1.0,1.0,Si,Si,,Si,Si,,Si,"C, B","C, B"
