nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Antigüedad,Referencia,Ascensor,Calefacción,Superficie útil,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Carpintería exterior,Aire acondicionado,Cocina equipada,Comedor,Portero automático,Orientación,Soleado,Trastero,Balcón,Terraza,Se aceptan mascotas,Armarios empotrados,Carpintería interior,Vidrios dobles,Teléfono,Garaje,Puerta blindada,Sistema de seguridad,Adaptado a personas con movilidad reducida,Jardín,Lavadero,Piscina,Interior,Amueblado,Chimenea,Agua,Superficie solar,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Carrer de Melcior de Palau,080 REAL ESTATE,6.617 €/m²,225.000 €,34 m²,https://www.pisos.com/comprar/piso-sants_montjuic_sants08014-50902959172_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),34 m²,1,1,3ª,Más de 50 años,SA2013-J467,,,,N/A,Reformado,,Parquet,,,Cocina amueblada,,,Sureste,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avinguda de Rio de Janeiro, nº .",Housfy real Estate,3.219 €/m²,338.000 €,105 m²,https://www.pisos.com/comprar/piso-nou_barris_porta08016-51686945232_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),105 m²,4,1,2ª,,EP442-835965,N/A,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Sant Gervasi-Galvany,Engel & Völkers MMC Barcelona,5.326 €/m²,490.000 €,92 m²,https://www.pisos.com/comprar/apartamento-sant_gervasi_galvany08021-46748582626_101800/,Anuncio actualizado el 23/01/2025,"D, D","D, D",barcelona_capital (BCN),92 m²,4,2,,Más de 50 años,IF76306-I-00YIOH-W-02WOCL,N/A,Central,,,,,,,,N/A,,,,,,,N/A,,1,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Sant Gervasi-Galvany,Engel & Völkers MMC Barcelona,6.528 €/m²,763.800 €,117 m²,https://www.pisos.com/comprar/piso-sant_gervasi_galvany08021-5167424887_109700/,Anuncio actualizado el 02/01/2025,"B, A","B, A",barcelona_capital (BCN),117 m²,3,2,,,IF76306-D-000AT7,,,,,A estrenar,,,,Frío y calor,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Vila de Gràcia,Engel & Völkers MMC Barcelona,6.200 €/m²,310.000 €,50 m²,https://www.pisos.com/comprar/apartamento-la_vila_de_gracia08012-44258329507_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),50 m²,1,1,,Más de 50 años,IF76306-I-00Y7J0-W-02UPB1,,Central,,,,,,,,N/A,,,,,N/A,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Torre dels Pardals,"Punt Sagrada Família, S.L.",2.618 €/m²,199.000 €,76 m²,https://www.pisos.com/comprar/piso-el_guinardo08032-50855726506_103700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona_capital (BCN),76 m²,2,1,,Más de 50 años,BLU5-LCB34397,N/A,,71 m²,,En buen estado,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Vallcarca-Els Penitents,Engel & Völkers MMC Barcelona,4.851 €/m²,490.000 €,101 m²,https://www.pisos.com/comprar/apartamento-vallcarca_els_penitents08023-50093998360_101800/,Anuncio actualizado el 03/02/2025,"D, C","D, C",barcelona_capital (BCN),101 m²,3,2,1ª,Más de 50 años,IF76306-I-00YW58-W-02Y2QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Carrer de Tuset,COMPRO EN ESPAÑA,5.814 €/m²,1.320.000 €,227 m²,https://www.pisos.com/comprar/apartamento-sant_gervasi_galvany08006-45050402301_100500/,Anuncio actualizado el 19/02/2025,"E, D","E, D",barcelona_capital (BCN),227 m²,4,3,1ª,Más de 50 años,SA5064-VSKO-TUSET,N/A,Central,162 m²,N/A,En buen estado,Más de 100 €,,,Frío,Cocina americana,,,Suroeste,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en La Teixonera,"ESTUDI LA TEIXONERA, S.L.U",3.026 €/m²,230.000 €,76 m²,https://www.pisos.com/comprar/piso-la_teixonera08035-50842161673_100200/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),76 m²,3,1,2ª,Entre 30 y 50 años,TC756-606684,N/A,,,,En buen estado,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer del Torrent del Remei,AgencySL,4.304 €/m²,495.000 €,115 m²,https://www.pisos.com/comprar/duplex-el_coll08023-51694350750_525584/,Anuncio actualizado el 12/02/2025,"A, A","A, A",barcelona_capital (BCN),115 m²,3,3,Bajo,Entre 5 y 10 años,525584-SL0375,N/A,Central,110 m²,N/A,Reformado,,Parquet,PVC,Frío y calor,N/A,N/A,,,,N/A,,,,,,N/A,,1,,N/A,,,,,,,,,,,,,,,
Apartamento en El Poblenou,Engel & Völkers MMC Barcelona,6.666 €/m²,540.000 €,81 m²,https://www.pisos.com/comprar/apartamento-sant_marti_el_poblenou08005-49206241946_101800/,Anuncio actualizado el 04/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),81 m²,3,2,6ª,Más de 50 años,IF76306-I-00YS0D-W-02XAZD,N/A,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Piso en Centre,GUIMAR CONSULTING,4.780 €/m²,545.000 €,114 m²,https://www.pisos.com/comprar/piso-el_raval08001-48385601169_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona_capital (BCN),114 m²,4,1,Bajo,Más de 50 años,SA4468-GC02331/10008,N/A,Gas natural,91 m²,,,,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Teixonera,"ESTUDI LA TEIXONERA, S.L.U",4.146 €/m²,340.000 €,82 m²,https://www.pisos.com/comprar/piso-la_teixonera08035-47500098859_100200/,Anuncio actualizado el 28/11/2024,"E, E","E, E",barcelona_capital (BCN),82 m²,3,1,1ª,Más de 50 años,TC756-595448,,Central,,,En buen estado,,Gres,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Joan Riera,"Punt Sagrada Família, S.L.",2.712 €/m²,179.000 €,66 m²,https://www.pisos.com/comprar/piso-verdun-50015983237_103700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona_capital (BCN),66 m²,2,1,,Más de 50 años,BLU5-LCB33917,,N/A,60 m²,N/A,En buen estado,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
