nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Puerta blindada,Superficie solar,Agua,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Garaje,Trastero,Sistema de seguridad,Tipo de casa,Gastos de comunidad,Amueblado,Armarios empotrados,Chimenea,Teléfono,Ascensor,Carpintería interior,Vidrios dobles,Gas,Lavadero,Portero automático,Soleado,Se aceptan mascotas,Balcón,Interior,Adaptado a personas con movilidad reducida,Luz
Chalet en Pinedas Armengol,FINQUES SUBIRANA,895 €/m²,275.000 €,307 m²,https://www.pisos.com/comprar/chalet-la_torre_de_claramunt_centro_urbano-51716388122_100500/,Anuncio actualizado el 18/02/2025,"D, D","D, D",anoia (BCN),307 m²,221 m²,4,2,,,Entre 10 y 20 años,,SA377-17877/1783,,,,,,,,,,N/A,N/A,,,N/A,,,1,,,,,,,,,,,,,,,,,,,,
Chalet en Anoia,IAD ESPAÑA,1.156 €/m²,590.000 €,510 m²,https://www.pisos.com/comprar/chalet-la_torre_de_claramunt_centro_urbano-51733064572_108700/,Anuncio actualizado el 04/02/2025,"E, E","E, E",anoia (BCN),510 m²,510 m²,,,,,Entre 30 y 50 años,,UVC882-31723,,,,,,,,1.795 m²,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Avinguda de la Carretera d'Igualada,FINQUES TEIXIDÓ,533 €/m²,165.000 €,309 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-32558043564_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),309 m²,287 m²,4,1,,,,,SA4220-vc-903/9895,Gres,,,,,,,,N/A,,,,,,,,,,,Adosada,,,,N/A,,,,,,,,,,,,,
Piso en Poble Sec,FINQUES SUBIRANA,2.407 €/m²,183.000 €,76 m²,https://www.pisos.com/comprar/piso-igualada_centre-49236952960_100500/,Anuncio actualizado el 18/02/2025,"A, A","A, A",anoia (BCN),76 m²,65 m²,2,2,2ª,,Más de 50 años,,SA377-18758/1783,,,,N/A,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
Finca rústica en Sant Jaume Sesoliveres,FINQUES SUBIRANA,16 €/m²,650.000 €,1.200 m²,https://www.pisos.com/comprar/finca_rustica-sesoliveres_pla_de_la_massa08712-34187604310_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),1.200 m²,1.000 m²,5,5,,,,,SA377-18028/1783,,,,N/A,,,,39.500 m²,,N/A,,Propia,Norte,N/A,,,1,,N/A,,,,1,N/A,N/A,,,,,,,,,,,,
Casa en Set Camins,FINQUES SUBIRANA,723 €/m²,270.000 €,373 m²,https://www.pisos.com/comprar/casa-pla_de_sant_magi-47585162742_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),373 m²,69 m²,3,1,,,Más de 50 años,,SA377-18681/1783,,,,Gas natural,,,,238 m²,,N/A,N/A,,Norte,,,,1,N/A,,,,,1,N/A,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,783 €/m²,68.919 €,88 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48360859538_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),88 m²,88 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08345,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Chalet en Avinguda de la Carretera d'Igualada,FINQUES TEIXIDÓ,1.244 €/m²,260.000 €,209 m²,https://www.pisos.com/comprar/chalet-piera_centro_urbano-33337781949_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),209 m²,,4,3,,,Entre 20 y 30 años,,SA4220-VC-914/9895,Gres,,N/A,N/A,,N/A,,623 m²,N/A,N/A,N/A,Propia,,N/A,,,1,N/A,,,,,,,,,,,,,,,,,,,
Casa en Residencial Can Mas,donpiso Central,2.158 €/m²,259.000 €,120 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-48426594008_109100/,Anuncio actualizado el 22/01/2025,"E, E","E, E",anoia (BCN),120 m²,81 m²,3,2,,,,,FE12-286345,Terrazo,Aluminio,,,,,,,,N/A,N/A,N/A,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,1.071 €/m²,150.000 €,140 m²,https://www.pisos.com/comprar/piso-els_prats_de_rei-45067726729_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),140 m²,90 m²,3,2,1ª,,Más de 50 años,,SA377-18598/1783,Gres,,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en Piera Cerca Ferrocarriles,donpiso Central,2.104 €/m²,263.000 €,125 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-46720456798_109100/,Anuncio actualizado el 28/01/2025,"D, E","D, E",anoia (BCN),125 m²,,3,2,,,,,FE12-284328,Parket,Aluminio,Con bomba de calor,,,,,,,N/A,,,,,,,,,,Adosada,,N/A,,,,,,,Otra compañía,,,,,,,,
Casa en Carrer Nards,FINQUES TEIXIDÓ,672 €/m²,166.000 €,247 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49248816044_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",anoia (BCN),247 m²,187 m²,4,2,,,Entre 30 y 50 años,,SA4220-SRB0000021552/9895,Gres,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Anoia,FINQUES TEIXIDÓ,1.555 €/m²,280.000 €,180 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-47532865942_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),180 m²,160 m²,4,3,,,,,SA4220-vc-966/9895,Gres,,,Gas natural,,,N/A,,N/A,N/A,,,,,,,1,N/A,,Adosada,,,,,,,,,,,,,,,,,
Casa en Barri Sant Maure,FINQUES SUBIRANA,1.931 €/m²,170.000 €,88 m²,https://www.pisos.com/comprar/casa-santa_margarida_de_montbui_centro_urbano-48383298155_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),88 m²,72 m²,3,2,,,Más de 50 años,,SA377-18756/1783,Gres,,,N/A,,,,,,N/A,N/A,,Este,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer Nards,Aliseda Inmobiliaria,623 €/m²,154.000 €,247 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-50916715869_104500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),247 m²,,4,2,,,,,ASR1-SRB0000021552,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,781 €/m²,74.208 €,95 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50096442989_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),95 m²,83 m²,,,3ª,,Entre 10 y 20 años,,DKRE-09090,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Plaça de les Canaletes,FINQUES TEIXIDÓ,1.141 €/m²,210.000 €,184 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-31719124092_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),184 m²,180 m²,3,2,,,,,SA4220-VC-897/9895,Gres,,,,,N/A,N/A,908 m²,,N/A,N/A,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en calle Sin Nombre,FINQUES TEIXIDÓ,1.814 €/m²,490.000 €,270 m²,https://www.pisos.com/comprar/casa-les_comes08700-34222986847_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),270 m²,,4,3,,,,,SA4220-VC-920/9895,,,N/A,N/A,,N/A,,365 m²,,N/A,N/A,Propia,,,,,1,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer del Dos de Maig,HIPOGES IBERIA,1.136 €/m²,50.000 €,44 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-45075043022_100700/,Anuncio actualizado el 09/08/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),44 m²,31 m²,,,3ª,,Entre 10 y 20 años,,LIRE-08255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Anoia,IAD ESPAÑA,1.208 €/m²,249.000 €,206 m²,https://www.pisos.com/comprar/chalet-vallbona_anoia_centro_urbano-48400552146_108700/,Anuncio actualizado el 01/02/2025,"E, E","E, E",anoia (BCN),206 m²,206 m²,3,2,,,Entre 10 y 20 años,,UVC882-28455,,,N/A,N/A,,,,75 m²,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Can Bonastre,FINQUES TEIXIDÓ,1.226 €/m²,298.000 €,243 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-45097324613_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),243 m²,168 m²,6,2,,,Entre 30 y 50 años,,SA4220-VC-961/9895,,,,Gas natural,,,,419 m²,,,N/A,Propia,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Chalet en Piera,O´DONELL FINQUES,1.132 €/m²,290.000 €,256 m²,https://www.pisos.com/comprar/chalet-piera_centro_urbano-48352784534_101800/,Anuncio actualizado el 18/02/2025,"F, F","F, F",anoia (BCN),256 m²,,5,2,,,Entre 30 y 50 años,,IF77012-A3637,,,,,N/A,,N/A,1.794 m²,,,Privado,Propia,,,,,1,N/A,,,,N/A,1,,,,,,,N/A,,,,,,,
Piso en Carrer de Cristòfol Colom,HIPOGES IBERIA,888 €/m²,75.500 €,85 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-50056680496_100700/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),85 m²,85 m²,,,,,,,FRRE-00164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer de la Bonavista,HIPOGES IBERIA,250 €/m²,118.200 €,471 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-43431788849_100700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),471 m²,130 m²,,,,,,,SBRE-0109411,,,,,,,,471 m²,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Santa Margarida de Montbui,FINQUES SUBIRANA,409 €/m²,350.000 €,854 m²,https://www.pisos.com/comprar/casa-santa_margarida_de_montbui_centro_urbano-45053300471_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),854 m²,524 m²,5,1,,,Más de 50 años,,SA377-18352/1783,,,,,,,,19.100 m²,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Can Musarro,FINQUES SUBIRANA,1.103 €/m²,310.000 €,281 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-51764281010_100500/,Anuncio actualizado el 19/02/2025,"G, G","G, G",anoia (BCN),281 m²,118 m²,3,1,,,Entre 10 y 20 años,,SA377-18353/1783,Gres,,,,,,,,,N/A,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,
Chalet en Carrer dels Boletaires,Hi Homie,1.875 €/m²,240.000 €,128 m²,https://www.pisos.com/comprar/chalet-piera_centro_urbano-39263259845_100500/,Anuncio actualizado el 16/10/2024,"E, E","E, E",anoia (BCN),128 m²,125 m²,3,2,,,Entre 30 y 50 años,En buen estado,SA3398-casacancanals,,,,Central,Cocina equipada,,,536 m²,,N/A,Privado,Propia,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en Carrer dels Salzes, 1",ALTAMIRA,685 €/m²,96.000 €,140 m²,https://www.pisos.com/comprar/chalet-piera_centro_urbano-50017068607_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),140 m²,107 m²,,,,,,,AM9-9186##9186_0442_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Joan Maragall,HIPOGES IBERIA,4.240 €/m²,415.600 €,98 m²,https://www.pisos.com/comprar/piso-igualada_centre-43386050067_100700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),98 m²,79 m²,,,,,,,SBRE-0134377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Sebastià,Aliseda Inmobiliaria,988 €/m²,165.000 €,167 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-45886544209_104500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),167 m²,,4,1,,,,,ASR1-SRB0000018993,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Dúplex en Avinguda del Gall Mullat,URBE GRUP,2.333 €/m²,210.000 €,90 m²,https://www.pisos.com/comprar/duplex-piera_centro_urbano-48388473221_455500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),90 m²,90 m²,3,2,3ª,,Entre 10 y 20 años,En buen estado,4555-P-033697,Parquet,Aluminio,,,N/A,N/A,,,,N/A,,,Noreste,,,,1,,,,83 €/mes,,,,N/A,N/A,,,N/A,,N/A,,,,,,
Casa en Residencial  La Plana,donpiso Central,2.899 €/m²,289.900 €,100 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49254532517_109100/,Anuncio actualizado el 01/02/2025,"F, E","F, E",anoia (BCN),100 m²,60 m²,3,1,,,,,FE12-287359,Gres,Aluminio,,N/A,,,,,,,N/A,N/A,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Chalet en Carrer del Bruc,Aliseda Inmobiliaria,666 €/m²,78.000 €,117 m²,https://www.pisos.com/comprar/chalet-capellades_centro_urbano-37511412888_107000/,Anuncio actualizado el 27/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),117 m²,,,,,,,,AS1-52932182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Maura Mercader,HIPOGES IBERIA,773 €/m²,99.000 €,128 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-43402925657_100700/,Anuncio actualizado el 27/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),128 m²,82 m²,,,,,Entre 10 y 20 años,,BRRE-00354,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,965 €/m²,67.619 €,70 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50037270456_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),70 m²,70 m²,,,2ª,,Entre 10 y 20 años,,DKRE-09089,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Chalet en calle Muntaner,CENTURY 21 Xarxa,1.453 €/m²,625.000 €,430 m²,https://www.pisos.com/comprar/chalet-el_badorc-48423274737_107700/,Anuncio actualizado el 23/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),430 m²,398 m²,5,3,,,Entre 20 y 30 años,,VE98-C0128-00471,,,N/A,N/A,N/A,,N/A,741 m²,,N/A,N/A,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,,
"Chalet en Carrer del Bosc, 54",ALTAMIRA,Error al procesar precio m²,A consultar,102 m²,https://www.pisos.com/comprar/chalet-piera_centro_urbano-47580299362_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),102 m²,102 m²,,,,,,,AM9-2061##2061_0311_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Piera,FINQUES TEIXIDÓ,1.443 €/m²,140.000 €,97 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-45025843029_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),97 m²,,4,2,3ª,,,,SA4220-VP-334/9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa en Centre,FINQUES TEIXIDÓ,861 €/m²,280.000 €,325 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-48359660876_100500/,Anuncio actualizado el 17/02/2025,"G, G","G, G",anoia (BCN),325 m²,309 m²,5,2,,,Entre 30 y 50 años,,SA4220-VC-968/9895,,,,N/A,,,,,,N/A,N/A,,Sur,,,,,,N/A,,,,1,N/A,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,1.013 €/m²,61.850 €,61 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48424955466_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),61 m²,61 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,792 €/m²,68.919 €,87 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-49186711835_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),87 m²,87 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08343,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,1.266 €/m²,76.000 €,60 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-43363540245_100700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),60 m²,60 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08355,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Piso en Residencial La Torre de Claramunt,donpiso Central,1.875 €/m²,150.000 €,80 m²,https://www.pisos.com/comprar/piso-la_torre_de_claramunt_centro_urbano-48429517824_109100/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),80 m²,75 m²,3,1,1ª,Exterior calle,,,FE12-285571,Gres,Aluminio,Con bomba de calor,Gasoil,,,,,,,,,Este,,,,,N/A,,,,N/A,,,,,,,Otra compañía,,,Por la mañana,,,,,
Casa en Carrer Major,HIPOGES IBERIA,752 €/m²,282.000 €,375 m²,https://www.pisos.com/comprar/casa-vallbona_anoia_centro_urbano-43415127910_100700/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),375 m²,319 m²,,,,,Más de 50 años,,BRRE-00428,,,,,,,,375 m²,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finca rústica en Piera Pueblo, Cerca del Pavellón Municipal de Piera",donpiso Central,Error al procesar precio m²,A consultar,700 m²,https://www.pisos.com/comprar/finca_rustica-piera_centro_urbano-48351652040_109100/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),700 m²,,,,,,,,FE12-257868,,,,,,,,700 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celoni Guixà,HIPOGES IBERIA,1.122 €/m²,110.000 €,98 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50918325882_100700/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),98 m²,85 m²,,,3ª,,Entre 10 y 20 años,,DKRE-08364,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Chalet en Carrer d'Igualada,HELLOFINCA.,389 €/m²,339.000 €,870 m²,https://www.pisos.com/comprar/chalet-el_bruc_centro_urbano-46668839270_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",anoia (BCN),870 m²,870 m²,4,2,,,,Reformado,4527713-CASA BRUC,Gres,Madera,,,20 metros,N/A,N/A,,,40 metros,Privado,,,,,N/A,Más de 2,,,,,,,N/A,N/A,,N/A,N/A,N/A,35 metros,,,N/A,,,N/A,
Piso en Òdena,FR-Immobiliària,1.512 €/m²,189.000 €,125 m²,https://www.pisos.com/comprar/piso-odena_centro_urbano-49204356837_103800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),125 m²,120 m²,3,2,2ª,N/A,,En buen estado,INB278-948-51019,Gres,,Frío y calor,N/A,,,,,,,,,A la montaña,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle Ordal,VIVANTIAL,713 €/m²,189.000 €,265 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-51759753827_109300/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),265 m²,265 m²,,,,,,,EP618-13805-13,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Casa en Zona Residencial Junto A La Piscina Municipal,donpiso Central,2.300 €/m²,345.000 €,150 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-43424620061_109100/,Anuncio actualizado el 27/01/2025,"E, E","E, E",anoia (BCN),150 m²,,,,,,,,FE12-281956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Montserrat, nº SN",ALTAMIRA,Error al procesar precio m²,A consultar,73 m²,https://www.pisos.com/comprar/piso-els_hostalets_de_pierola-45001801608_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),73 m²,73 m²,,,,,,,AM9-2061##2061_0317_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Jaume Sesoliveres,FINQUES SUBIRANA,2.037 €/m²,650.000 €,319 m²,https://www.pisos.com/comprar/casa-sesoliveres_pla_de_la_massa08712-48383206250_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),319 m²,279 m²,4,2,,,,,SA377-17815/1783,,,,,,,,636 m²,,N/A,N/A,,,N/A,,,1,,,,,,,,,,,,,,,,,,,,
Casa en calle calle Marinada,HIPOGES IBERIA,1.418 €/m²,312.000 €,220 m²,https://www.pisos.com/comprar/casa-sant_marti_sesgueioles_centro_urbano-43422040717_100700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),220 m²,170 m²,,,,,,,SBRE-0108674,,,,,,,,220 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Serra Alta,BEST HOUSE BARCELONA SANTS,533 €/m²,160.000 €,300 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_pierola-4261280342_100500/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),300 m²,300 m²,3,1,,,Más de 50 años,,SA431-611938/5661,,,,,,N/A,,800 m²,,,,,,N/A,,,,N/A,,,,,,N/A,,,,,,,,,,,,,
Casa en Urbanización Castell de Cabrera,donpiso Central,1.085 €/m²,199.800 €,184 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-19198983179_109100/,Anuncio actualizado el 26/01/2025,"G, G","G, G",anoia (BCN),184 m²,120 m²,3,2,,,,,FE12-206347,Gres,Aluminio,,,,,,,,,N/A,,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Igualada,FINQUES SUBIRANA,3.262 €/m²,199.000 €,61 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50848751924_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),61 m²,53 m²,2,1,2ª,,Menos de 5 años,,SA377-18860/1783,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,791 €/m²,68.035 €,86 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48431393856_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),86 m²,86 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08354,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Casa en Carrer Major,FINQUES PASSEIG,378 €/m²,67.000 €,177 m²,https://www.pisos.com/comprar/casa-castellfollit_de_riubregos_centro_urbano-48401854221_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",anoia (BCN),177 m²,169 m²,8,2,,,Más de 50 años,,SA1076-06900/5339,,,,,,,,,N/A,,,,Este,,,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en El Barri Nou 1,FINQUES SUBIRANA,1.333 €/m²,160.000 €,120 m²,https://www.pisos.com/comprar/piso-calaf_centro_urbano08280-50882247117_100500/,Anuncio actualizado el 18/02/2025,"G, F","G, F",anoia (BCN),120 m²,92 m²,5,1,2ª,,Más de 50 años,,SA377-18822/1783,Parquet,,,Gas natural,,,,,,N/A,,,,,,,1,N/A,,,,,1,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,822 €/m²,83.940 €,102 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48369361762_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),102 m²,102 m²,,,3ª,,Entre 10 y 20 años,,DKRE-08360,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Chalet en Urbanització Can Ros, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,202 m²,https://www.pisos.com/comprar/chalet-cabrera_anoia_centro_urbano-35081847250_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),202 m²,202 m²,3,2,,,,,AM9-2061##02004044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Barri Sant Maure,FINQUES SUBIRANA,1.976 €/m²,168.000 €,85 m²,https://www.pisos.com/comprar/duplex-santa_margarida_de_montbui_centro_urbano-51742535748_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),85 m²,81 m²,3,1,3ª,,Menos de 5 años,,SA377-17732/1783,Gres,,,N/A,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,796 €/m²,64.501 €,81 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-49225299879_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),81 m²,81 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08341,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Sin Nombre,FINQUES TEIXIDÓ,1.937 €/m²,250.000 €,129 m²,https://www.pisos.com/comprar/casa_adosada-vallbona_anoia_centro_urbano-34179602561_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),129 m²,,3,2,,,,,SA4220-AC-323/9895,,,,N/A,,,,191 m²,,N/A,N/A,,,,,,,N/A,,Adosada,,,,N/A,,,,,,,,,,,,,
