nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Interior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Cocina equipada,Orientación,Se aceptan mascotas,Exterior,Aire acondicionado,Calefacción,Ascensor,Balcón,Terraza,Garaje,Gastos de comunidad,Puerta blindada,Trastero,Piscina,Armarios empotrados,Carpintería interior,Vidrios dobles,Gas,Teléfono,Comedor,Lavadero,Portero automático,Sistema de seguridad,Soleado,Agua,Superficie solar,Tipo de casa,Jardín,Adaptado a personas con movilidad reducida,Amueblado
Piso en Carrer de Rodés,TRENCADIS REAL ESTATE,2.307 €/m²,180.000 €,78 m²,https://www.pisos.com/comprar/piso-sant_josep08901-43399400753_109300/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),78 m²,,1,1,,,,,EP777-TRCOK24226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pareto,HIPOGES IBERIA,2.210 €/m²,126.000 €,57 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-48398068243_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),57 m²,,,,2ª,,Entre 30 y 50 años,,ACRE-000641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Llançà,VIVANTIAL,1.666 €/m²,110.000 €,66 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-51728173279_109300/,Anuncio actualizado el 13/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),66 m²,43 m²,,,Entresuelo,,,,EP618-14104-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer de les Aigües del Llobregat,Aliseda Inmobiliaria,1.823 €/m²,93.000 €,51 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-38429272424_107000/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),51 m²,,,,,,,,AS1-3436-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Florida,BEST HOUSE BARCELONA SANTS,1.600 €/m²,104.000 €,65 m²,https://www.pisos.com/comprar/piso-la_florida_les_planes08905-5916387733_100500/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),65 m²,65 m²,3,1,1ª,,Más de 50 años,,SA431-617581/5661,,,,,,,,Central,N/A,N/A,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer del Montseny,"Punto Badal-BCN, S.L.",5.932 €/m²,350.000 €,59 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-45835613519_100500/,Anuncio actualizado el 29/07/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),59 m²,,2,1,5ª,,,En buen estado,SA3078-PB-MY350K,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Rafael Campalans,GC INMOBILIARIA,1.500 €/m²,120.000 €,80 m²,https://www.pisos.com/comprar/piso-collblanc08903-51716332682_500120/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),80 m²,80 m²,2,1,Bajo,,,En buen estado,500120-30028-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Illes Canàries,VIVANTIAL,1.098 €/m²,67.000 €,61 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-45929168861_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),61 m²,51 m²,,,1ª,,,,EP618-11907-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer de Pareto,HIPOGES IBERIA,2.368 €/m²,135.000 €,57 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-48430544174_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),57 m²,,,,2ª,,Entre 30 y 50 años,,ACRE-000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Granvia Sud,BEST HOUSE BARCELONA SANTS,2.006 €/m²,120.400 €,60 m²,https://www.pisos.com/comprar/piso-la_florida_les_planes08905-4225655198_100500/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),60 m²,60 m²,3,1,Bajo,,Más de 50 años,,SA431-611247/5661,,,,,,,,,,N/A,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer de Llançà,VIVANTIAL,1.916 €/m²,115.000 €,60 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-33361014184_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),60 m²,60 m²,,,Bajo,,,,EP618-6050-2045,,,,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,4.598 €/m²,404.685 €,88 m²,https://www.pisos.com/comprar/piso-collblanc08904-4918447772_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),88 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Alacant,VIVANTIAL,1.535 €/m²,86.000 €,56 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-45907833243_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),56 m²,43 m²,,,1ª,,,,EP618-14154-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer del Montseny,HIPOGES IBERIA,1.679 €/m²,85.656 €,51 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-48416011215_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),51 m²,41 m²,,,,,Más de 50 años,,ALRE-05181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Severo Ochoa,VIVANTIAL,1.320 €/m²,99.000 €,75 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-33353785497_109300/,Anuncio actualizado el 07/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),75 m²,75 m²,,,5ª,,,,EP618-6063-2022,,,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Bellvitge,BEST HOUSE BARCELONA SANTS,2.181 €/m²,141.800 €,65 m²,https://www.pisos.com/comprar/piso-centre_sanfeliu_sant_josep08907-5915619054_100500/,Anuncio actualizado el 12/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),65 m²,65 m²,3,1,Bajo,,Más de 50 años,,SA431-619522/5661,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer del Montseny,HIPOGES IBERIA,1.214 €/m²,85.000 €,70 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-48350168001_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),70 m²,70 m²,,,4ª,,Más de 50 años,,AURE-30576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaza Blocs de La Florida Dels,VIVANTIAL,1.318 €/m²,58.000 €,44 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08907-42575054454_109300/,Anuncio actualizado el 28/01/2025,"G, E","G, E",hospitalet_de_llobregat (BCN),44 m²,36 m²,,,1ª,,,En buen estado,EP618-11955-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Rambla de la Marina,HIPOGES IBERIA,1.952 €/m²,166.000 €,85 m²,https://www.pisos.com/comprar/piso-bellvitge08907-50883179968_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),85 m²,85 m²,,,1ª,,,,GTRE-00968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer dels Pins,VIVANTIAL,1.061 €/m²,69.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-45837336569_109300/,Anuncio actualizado el 28/01/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),65 m²,45 m²,,,2ª,,,,EP618-14114-2025,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer dels Naranjos,VIVANTIAL,1.750 €/m²,70.000 €,40 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-33409927602_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),40 m²,40 m²,,,,,,A reformar,EP618-6061-2022,,,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,
Piso en La Florida,BEST HOUSE BARCELONA SANTS,2.018 €/m²,111.000 €,55 m²,https://www.pisos.com/comprar/piso-la_florida_les_planes08905-12590415442_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),55 m²,44 m²,2,1,3ª,,Más de 50 años,En buen estado,SA431-648050/5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Collblanc,BEST HOUSE BARCELONA SANTS,2.883 €/m²,161.500 €,56 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-35074580688_100500/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),56 m²,,5,1,Bajo,,Más de 50 años,,SA431-720466/5661,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Màlaga,LA CASA AGENCY DEUSTO,2.691 €/m²,288.000 €,107 m²,https://www.pisos.com/comprar/piso-can_serra08906-48382092395_101800/,Anuncio actualizado el 17/10/2024,"G, G","G, G",hospitalet_de_llobregat (BCN),107 m²,,3,1,2ª,,Entre 30 y 50 años,,IF77097-LCB32706,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,HIPOGES IBERIA,1.962 €/m²,92.237 €,47 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-49203625372_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),47 m²,40 m²,,,3ª,,Más de 50 años,,LIRE-04578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pubilla Cases,TRENCADIS REAL ESTATE,1.800 €/m²,63.000 €,35 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-51765865015_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),35 m²,,1,1,,,Más de 50 años,,EP777-TRCOK241190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Major, nº .",Housfy real Estate,2.778 €/m²,289.000 €,104 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-51766327143_109300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),104 m²,74 m²,4,2,Entresuelo,,,,EP442-842704,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avinguda del Nord, 6",Agencia no disponible,3.449 €/m²,238.000 €,69 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-51761966316_109800/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),69 m²,55 m²,3,1,2ª,,Más de 50 años,A estrenar,21784242,Parquet,Aluminio,N/A,Suroeste,,N/A,Frío y calor,Eléctrica,N/A,,N/A,,Entre 20 y 40 €,,,,,,,,,,,,,N/A,,,,,,N/A
Piso en Carrer de Vinaròs,Aliseda Inmobiliaria,3.163 €/m²,155.000 €,49 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-47501783898_105900/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,5,1,,,,,AN1-ANT00030688659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Juan de Toledo, 1",Agencia no disponible,3.300 €/m²,165.000 €,50 m²,https://www.pisos.com/comprar/piso-sant_josep08901-50906629310_109800/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),50 m²,48 m²,3,1,3ª,,Más de 50 años,En buen estado,21700319,Gres,Aluminio,,,,,,,,N/A,,,Entre 20 y 40 €,,,,1,,,,,,,,N/A,,,,,,,
Piso en Carrer del Mas,Aliseda Inmobiliaria,2.730 €/m²,106.500 €,39 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-41742304103_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),39 m²,,2,1,,,,,AN1-ANT00030690861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Menorca,Aliseda Inmobiliaria,1.967 €/m²,120.000 €,61 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-49258081391_105900/,Anuncio actualizado el 21/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),61 m²,,1,1,,,,,AN1-ANT00030688847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Llevant,Aliseda Inmobiliaria,2.461 €/m²,160.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-41763054243_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),65 m²,,1,1,,,,,AN1-ANT00030650155,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Mimoses,Aliseda Inmobiliaria,2.054 €/m²,113.000 €,55 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41701594204_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),55 m²,,2,1,,,,,AN1-ANT00047720114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en Carrer d'Enric Morera, 38",Agencia no disponible,5.418 €/m²,298.000 €,55 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_santa_eulalia08902-50929281847_109800/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),55 m²,,2,1,4ª,,Entre 30 y 50 años,En buen estado,21730655,Gres,Aluminio,N/A,Sureste,,N/A,Frío y calor,,N/A,,N/A,1,Entre 20 y 40 €,N/A,N/A,,1,,,,,,N/A,,N/A,N/A,,,,,N/A,N/A
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,1.449 €/m²,85.500 €,59 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41742265683_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),59 m²,,,,,,,,AN1-ANT00030655772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Florida,Aliseda Inmobiliaria,1.632 €/m²,80.000 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-41754329482_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,1,1,,,,,AN1-ANT00030688795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer dels Naranjos, 15",Agencia no disponible,2.653 €/m²,199.000 €,75 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-51746477715_109800/,Anuncio actualizado el 04/02/2025,"C, C","C, C",hospitalet_de_llobregat (BCN),75 m²,70 m²,3,1,3ª,,Más de 50 años,En buen estado,21763790,Gres,Aluminio,N/A,,,,,,N/A,,,,N/A,N/A,,,,,N/A,,,,,,,N/A,,,,,,N/A
Piso en Ronda de la Torrassa,Aliseda Inmobiliaria,1.498 €/m²,100.400 €,67 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-41736127033_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),67 m²,,,,,,,,AN1-ANT00030679266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Menorca,Aliseda Inmobiliaria,1.868 €/m²,114.000 €,61 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-41730091165_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),61 m²,,,,,,,,AN1-ANT00030690638,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,1.765 €/m²,86.500 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41741285354_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,,,,,,,AN1-ANT00047722397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avinguda de la Mare de Déu de Bellvitge, 36",Agencia no disponible,2.380 €/m²,169.000 €,71 m²,https://www.pisos.com/comprar/piso-bellvitge08907-48415529606_109800/,Anuncio actualizado el 27/10/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),71 m²,,3,1,10ª,,Más de 50 años,A reformar,21529241,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,
Ático en El Gornal,Engel & Völkers MMC Barcelona,4.565 €/m²,315.000 €,69 m²,https://www.pisos.com/comprar/atico-el_gornal08902-4924274105_109700/,Anuncio actualizado el 18/12/2024,"B, A","B, A",hospitalet_de_llobregat (BCN),69 m²,,1,1,,,,A estrenar,IF76306-D-000L0P,,,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,1.784 €/m²,78.500 €,44 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41734006137_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),44 m²,,,,,,,,AN1-ANT00030662677,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,1.559 €/m²,76.400 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41732272673_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,,,,,,,AN1-ANT00047720115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,1.379 €/m²,67.600 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41685272339_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,,,,,,,AN1-ANT00030690441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,1.988 €/m²,83.500 €,42 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41680427237_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),42 m²,,1,1,,,,,AN1-ANT00030690470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Campoamor,Aliseda Inmobiliaria,2.195 €/m²,202.000 €,92 m²,https://www.pisos.com/comprar/piso-bellvitge08907-41736749672_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),92 m²,,,,,,,,AN1-ANT00030688967,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Mas,Aliseda Inmobiliaria,2.333 €/m²,154.000 €,66 m²,https://www.pisos.com/comprar/piso-collblanc08904-47567616432_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),66 m²,,,,,,,,AN1-ANT00030688758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Montseny,Aliseda Inmobiliaria,1.970 €/m²,132.000 €,67 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-41672557916_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),67 m²,,,,,,,,AN1-ANT00030690525,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Renclusa,Aliseda Inmobiliaria,1.661 €/m²,98.000 €,59 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41743475293_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),59 m²,,,,,,,,AN1-ANT00030690718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Pau Casals,ESTAR INMOBILIARIA,2.766 €/m²,296.000 €,107 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-50077793631_517234/,Anuncio actualizado el 03/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),107 m²,99 m²,4,3,1ª,,Entre 30 y 50 años,Reformado,4517234-14112026,Parquet,Aluminio,A estrenar,,,Totalmente exterior y muy luminoso,Frío y calor,,,N/A,,,,N/A,,,,,,N/A,,Estilo americano,En patio muy grande y comodo,,,N/A,,,,,N/A,
"Piso en Carrer Major, 63",Agencia no disponible,2.875 €/m²,299.000 €,104 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre-945856909988302_109800/,Anuncio actualizado el 12/06/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),104 m²,84 m²,4,2,1ª,,Entre 30 y 50 años,Reformado,19464815,Parquet,Aluminio,N/A,Noroeste,,,,,N/A,N/A,,,Entre 40 y 60 €,N/A,,,,,N/A,,,,N/A,,N/A,,,,,,,
Casa en Avinguda del Torrent Gornal,HIPOGES IBERIA,1.363 €/m²,90.000 €,66 m²,https://www.pisos.com/comprar/casa-hospitalet_de_llobregat_la_florida08905-49223583378_100700/,Anuncio actualizado el 15/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),66 m²,66 m²,,,,,Más de 50 años,,VARE-00000338,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 m²,,,,
Piso en Avenida Marcelino Esquius,Aliseda Inmobiliaria,2.041 €/m²,122.500 €,60 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08906-45019591686_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),60 m²,,3,1,,,,,AN1-ANT00030651825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Esplugues de Llobregat,Engel & Völkers MMC Barcelona,3.000 €/m²,345.000 €,115 m²,https://www.pisos.com/comprar/atico-esplugues_de_llobregat_centro_urbano08950-50876471956_101800/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),115 m²,,4,2,,,Entre 30 y 50 años,,IF76306-I-00YYEW-W-02X0RK,,,,,,,,Central,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Apartamento en Esplugues de Llobregat,Engel & Völkers MMC Barcelona,4.605 €/m²,350.000 €,76 m²,https://www.pisos.com/comprar/apartamento-esplugues_de_llobregat_centro_urbano08950-50878963569_101800/,Anuncio actualizado el 24/01/2025,"F, F","F, F",hospitalet_de_llobregat (BCN),76 m²,,3,1,2ª,,Más de 50 años,,IF76306-I-00YZ7O-W-02VD20,,,,,,,,Central,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer del Molí,LA CASA AGENCY ECV,3.621 €/m²,134.000 €,37 m²,https://www.pisos.com/comprar/atico-esplugues_de_llobregat_centro_urbano08950-50880893538_103700/,Anuncio actualizado el 17/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),37 m²,,1,1,,,,En buen estado,BLU3-LCB34383,,,,,N/A,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de l'Hortènsia,HOGAREA,3.058 €/m²,260.000 €,85 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-51727779031_108900/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),85 m²,71 m²,3,2,5ª,,,,XA484-10053,,,,Noreste,,N/A,,,N/A,,N/A,,Entre 40 y 60 €,,,,,,,,,,,,,,N/A,,,,,
Piso en calle Maladeta,LA CASA AGENCY ECV,2.561 €/m²,187.000 €,73 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-51674232052_103700/,Anuncio actualizado el 17/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),73 m²,65 m²,3,1,,,Más de 50 años,En buen estado,BLU3-LCB34924,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Josep Gras,Aliseda Inmobiliaria,4.000 €/m²,216.000 €,54 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-41677552690_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),54 m²,,3,2,,,,,AN1-ANT00030659000,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Esplugues de Llobregat,LA CASA AGENCY ECV,2.600 €/m²,195.000 €,75 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-48336252060_103700/,Anuncio actualizado el 17/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),75 m²,,3,1,,,,En buen estado,BLU3-LCB31186,,,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
