nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Cocina equipada,Lavadero,Trastero,Terraza,Jardín,Planta,Exterior,Calefacción,Ascensor,Adaptado a personas con movilidad reducida,Balcón,Soleado,Armarios empotrados,Chimenea,Garaje,Piscina,Orientación,Gastos de comunidad,Puerta blindada,Tipo de casa,Carpintería exterior,Vidrios dobles,Sistema de seguridad,Agua,Teléfono,Luz,Gas,Urbanizado,Calle alumbrada,Calle asfaltada,Carpintería interior,Comedor,Portero automático,Interior,Amueblado,Se aceptan mascotas,No se aceptan mascotas
Piso en C.A.P Santa Eulàlia de Ronçana,GESTIó HABITATGE,3.293 €/m²,247.000 €,75 m²,https://www.pisos.com/comprar/piso-santa_eulalia_de_roncana_centro_urbano-39172164214_341300/,Anuncio actualizado el 26/08/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),75 m²,66 m²,,3,2,,A estrenar,3413-002607,Gres,Frío y calor,N/A,N/A,N/A,,,1ª,N/A,,N/A,,N/A,N/A,,,1,,,,,,Aluminio,,,,,,,,,,,N/A,N/A,,,,
Piso en Carrer de Girona,Aliseda Inmobiliaria,3.820 €/m²,206.300 €,54 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-51689772482_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),54 m²,,,2,1,,A estrenar,AS1-00C0001689,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en C.A.P Santa Eulàlia de Ronçana,GESTIó HABITATGE,3.360 €/m²,252.000 €,75 m²,https://www.pisos.com/comprar/piso-santa_eulalia_de_roncana_centro_urbano-39173326127_341300/,Anuncio actualizado el 03/09/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),75 m²,66 m²,,3,2,,A estrenar,3413-002610,Gres,Frío y calor,N/A,N/A,N/A,,,2ª,N/A,,N/A,,N/A,N/A,,,1,,,,,,Aluminio,,,,,,,,,,,N/A,N/A,,,,
Chalet en Canovelles,CENTURY 21 URBAN,935 €/m²,73.000 €,78 m²,https://www.pisos.com/comprar/chalet-canovelles_centro_urbano-47586398789_107700/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),78 m²,78 m²,78 m²,,,Más de 50 años,,VE20-0043-AURE-30937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa rústica en La Garriga,Engel & Völkers MMC Barcelona,485 €/m²,900.000 €,1.852 m²,https://www.pisos.com/comprar/casa_rustica-la_garriga_centro_urbano-19197703029_101800/,Anuncio actualizado el 29/10/2024,"E, E","E, E",valles_oriental (BCN),1.852 m²,,85.000 m²,14,4,Más de 50 años,,IF76306-I-00V0HM-W-02N20M,,,,,,N/A,Privado,,,,,,,,,,,,,,,Rústica,,,,,,,,,,,,,,,,,
"Piso en Carrer del Rec, 2",Agencia no disponible,1.937 €/m²,155.000 €,80 m²,https://www.pisos.com/comprar/piso-granollers_centre08401-50022516852_109800/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),80 m²,,,3,1,Menos de 5 años,Reformado,21642674,,,,,,,,Bajo,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Estació del Nord-Estació de França,Engel & Völkers MMC Barcelona,1.929 €/m²,600.000 €,311 m²,https://www.pisos.com/comprar/casa-estacio_del_nord_estacio_de_franca-48395979283_101800/,Anuncio actualizado el 12/11/2024,"E, E","E, E",valles_oriental (BCN),311 m²,,,5,4,Entre 30 y 50 años,,IF76306-I-00YR7I-W-02XH8E,,,,,,N/A,Privado,,,Central,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Ángel Guimerá,Aliseda Inmobiliaria,2.650 €/m²,167.000 €,63 m²,https://www.pisos.com/comprar/piso-cardedeu_centro_urbano-51738496136_105900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),63 m²,,,2,1,,,AN1-ANT00030682578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en La Batlloria,Engel & Völkers MMC Barcelona,942 €/m²,180.000 €,191 m²,https://www.pisos.com/comprar/casa_adosada-la_batlloria-48382691457_101800/,Anuncio actualizado el 31/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),191 m²,,148 m²,,,Más de 50 años,,IF76306-I-00YRTB-W-02X9H6,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Vallromanes,Engel & Völkers MMC Barcelona,3.668 €/m²,796.000 €,217 m²,https://www.pisos.com/comprar/casa-vallromanes_centro_urbano-35083787095_101800/,Anuncio actualizado el 18/06/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),217 m²,,1.058 m²,4,3,,,IF76306-I-00X2YE-W-02RXRX,,,N/A,,,,Privado,,,Central,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Casa en calle Urb. Can Vila, nº .",Housfy real Estate,1.718 €/m²,330.000 €,192 m²,https://www.pisos.com/comprar/casa-sant_pere_de_vilamajor_centro_urbano-47525293378_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),192 m²,192 m²,,5,3,,,EP442-812138,,,,,N/A,N/A,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Casa unifamiliar en Carrer del Pedraforca, 10",Agencia no disponible,2.126 €/m²,438.000 €,206 m²,https://www.pisos.com/comprar/casa_unifamiliar-ametlla_del_valles_centro_urbano-50848587936_109800/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),206 m²,,,4,3,Entre 20 y 30 años,En buen estado,21731432,Parquet,,N/A,N/A,,N/A,Privado,,,Gas natural,,,,,1,N/A,Más de 2,Propia,Sur,N/A,,Unifamiliar,,N/A,,,,,,N/A,N/A,N/A,,,,,,,
Casa adosada en La Garriga,Engel & Völkers MMC Barcelona,1.923 €/m²,450.000 €,234 m²,https://www.pisos.com/comprar/casa_adosada-la_garriga_centro_urbano-30028360217_101800/,Anuncio actualizado el 29/10/2024,"E, E","E, E",valles_oriental (BCN),234 m²,,,3,3,Entre 20 y 30 años,,IF76306-I-00WG58-W-02QVJ7,,,N/A,N/A,N/A,N/A,,,,Central,,,,,1,,1,,,,,Adosada,,,,,,,,,,,,,,,,,
Piso en Passeig de la Muntanya,Aliseda Inmobiliaria,30 €/m²,132.500 €,4.304 m²,https://www.pisos.com/comprar/piso-granollers_centre08402-51734604844_105900/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),4.304 m²,,,1,1,,,AN1-ANT00030685245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer de Ponent, nº .",Housfy real Estate,1.560 €/m²,465.000 €,298 m²,https://www.pisos.com/comprar/casa-cardedeu_centro_urbano-49191525748_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),298 m²,298 m²,,4,3,,,EP442-828742,,,,,,N/A,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avinguda del Rei en Jaume, nº .",Housfy real Estate,1.754 €/m²,279.000 €,159 m²,https://www.pisos.com/comprar/piso-cardedeu_centro_urbano-45857707805_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),159 m²,128 m²,,2,2,,,EP442-711658,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,
Piso en Carrer de Miguel de Cervantes,Aliseda Inmobiliaria,1.779 €/m²,137.000 €,77 m²,https://www.pisos.com/comprar/piso-plana_lledo_can_borrell_gallecs_lourdes08100-41755775835_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),77 m²,,,2,1,,,AN1-ANT00030666841,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet unifamiliar en Carrer de Frederic Mompou, 19",Agencia no disponible,1.729 €/m²,505.000 €,292 m²,https://www.pisos.com/comprar/chalet_unifamiliar-llica_amunt_centro_urbano-50877848929_109800/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),292 m²,270 m²,700 m²,5,3,Entre 20 y 30 años,En buen estado,21740433,Gres,Frío y calor,N/A,,,N/A,Privado,,,Gas natural,,,,,,N/A,,Propia,,N/A,,,Aluminio,N/A,,,,,,N/A,N/A,N/A,,,,,N/A,,
Piso en Carrer del Pintor Fortuny,Aliseda Inmobiliaria,1.632 €/m²,129.000 €,79 m²,https://www.pisos.com/comprar/piso-la_llagosta_centro_urbano-47556895668_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),79 m²,,,3,1,,,AN1-ANT00030658923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer de Nicaragua, nº .",Housfy real Estate,1.060 €/m²,490.000 €,462 m²,https://www.pisos.com/comprar/casa-font_verda08402-49183843773_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),462 m²,462 m²,,4,2,,,EP442-787853,,N/A,,,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Josep Pla,Aliseda Inmobiliaria,1.297 €/m²,446.500 €,344 m²,https://www.pisos.com/comprar/casa-llinars_del_valles_centro_urbano-42522885593_105900/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),344 m²,,,,,,,AN1-ANT00038780136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Sant Eloy, nº .",Housfy real Estate,2.364 €/m²,175.000 €,74 m²,https://www.pisos.com/comprar/piso-cardedeu_centro_urbano-51741544356_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),74 m²,74 m²,,3,1,,,EP442-848787,,N/A,,,,,,2ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer de la Pineda,Aliseda Inmobiliaria,1.107 €/m²,300.000 €,271 m²,https://www.pisos.com/comprar/casa_adosada-caldes_de_montbui_centro_urbano-41714278821_105900/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),271 m²,,,3,1,,,AN1-ANT00030682083,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
"Piso en Carrer d'Anselm Clavé, 79",Agencia no disponible,2.721 €/m²,215.000 €,79 m²,https://www.pisos.com/comprar/piso-mollet_del_valles_centre-50850973912_109800/,Anuncio actualizado el 23/01/2025,"E, E","E, E",valles_oriental (BCN),79 m²,65 m²,,3,1,Entre 10 y 20 años,En buen estado,21731199,Parquet,Frío y calor,,,,,,2ª,,Gas natural,N/A,N/A,N/A,,,,,,,Entre 40 y 60 €,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Francesc Macià,VIVANTIAL,1.595 €/m²,134.000 €,84 m²,https://www.pisos.com/comprar/piso-estacio_del_nord_estacio_de_franca-45917223578_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),84 m²,84 m²,,,,,,EP618-14160-2025,,,,,,,,3ª,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Casa adosada en Passeig dels Pirineus,Aliseda Inmobiliaria,1.213 €/m²,267.000 €,220 m²,https://www.pisos.com/comprar/casa_adosada-sant_antoni_de_vilamajor_centro_urbano-41699582193_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),220 m²,,,3,2,,,AN1-ANT00030671094,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Piso en calle Riera,VIVANTIAL,901 €/m²,82.000 €,91 m²,https://www.pisos.com/comprar/piso-canovelles_centro_urbano-50906376622_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),91 m²,91 m²,,,,,,EP618-15105-2025,,,,,,N/A,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Casa adosada en Avenida Mare de Deu del Coll,Aliseda Inmobiliaria,2.025 €/m²,279.500 €,138 m²,https://www.pisos.com/comprar/casa_adosada-llinars_del_valles_centro_urbano-41699946327_105900/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),138 m²,,,3,1,,,AN1-ANT00030655584,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Carrer del Segre,VIVANTIAL,743 €/m²,177.000 €,238 m²,https://www.pisos.com/comprar/casa-llica_amunt_centro_urbano-38419361444_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),238 m²,147 m²,,,,,,EP618-9926-13,,,,,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Ramon,Aliseda Inmobiliaria,1.473 €/m²,165.000 €,112 m²,https://www.pisos.com/comprar/piso-estacio_del_nord_estacio_de_franca-41700386997_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),112 m²,,,4,2,,,AN1-ANT00030666866,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle La Baronia del Montseny,HIPOGES IBERIA,324 €/m²,130.000 €,401 m²,https://www.pisos.com/comprar/casa-vallgorguina_centro_urbano-43399921882_100700/,Anuncio actualizado el 31/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),401 m²,105 m²,401 m²,,,Entre 5 y 10 años,,SBRE-0134035,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Cardedeu,VIVANTIAL,938 €/m²,61.000 €,65 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-29204988538_109300/,Anuncio actualizado el 28/01/2025,"F, F","F, F",valles_oriental (BCN),65 m²,65 m²,,,,,,EP618-10476-2025,,,,,,N/A,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Piso en Avinguda Burgos,VIVANTIAL,1.189 €/m²,132.000 €,111 m²,https://www.pisos.com/comprar/piso-plana_lledo_can_borrell_gallecs_lourdes08100-38353730034_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),111 m²,111 m²,,,,,,EP618-6616-2025,,,,,,N/A,,3ª,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
"Piso en Carrer de Sant Antoni Maria Claret, nº .",Housfy real Estate,2.315 €/m²,169.000 €,73 m²,https://www.pisos.com/comprar/piso-santa_maria_de_palautordera_centro_urbano-51732892536_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),73 m²,55 m²,,2,1,,,EP442-841455,,N/A,,,,,,1ª,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Lleida,VIVANTIAL,1.673 €/m²,169.000 €,101 m²,https://www.pisos.com/comprar/piso-caldes_de_montbui_centro_urbano-42558565009_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),101 m²,90 m²,,,,,,EP618-13664-2025,,,,,,,,2ª,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Piso en Carrer del Ponent,Aliseda Inmobiliaria,1.444 €/m²,91.000 €,63 m²,https://www.pisos.com/comprar/piso-canovelles_centro_urbano-41703740304_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),63 m²,,,2,1,,,AN1-ANT00030682418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Bernat Metge, 41",Agencia no disponible,2.246 €/m²,199.900 €,89 m²,https://www.pisos.com/comprar/piso-collegis_nous-49167566872_109800/,Anuncio actualizado el 09/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),89 m²,85 m²,,4,2,Entre 20 y 30 años,En buen estado,21562569,Parquet,Frío y calor,,N/A,,,,2ª,N/A,,,,N/A,N/A,,,,,Sur,Entre 20 y 40 €,N/A,,Madera,,,,,,,,,,,,,,,,
Piso en Vallés Oriental,IAD ESPAÑA,3.100 €/m²,186.000 €,60 m²,https://www.pisos.com/comprar/piso-montmelo_centro_urbano-50898500508_108700/,Anuncio actualizado el 10/02/2025,"E, E","E, E",valles_oriental (BCN),60 m²,60 m²,,2,1,,,UVC882-31423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Pau,Aliseda Inmobiliaria,2.440 €/m²,183.000 €,75 m²,https://www.pisos.com/comprar/piso-la_llagosta_centro_urbano-51724905418_105900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),75 m²,,,2,1,,,AN1-ANT00030690977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Montseny,Aliseda Inmobiliaria,6 €/m²,263.500 €,38.533 m²,https://www.pisos.com/comprar/piso-montornes_del_valles_centro_urbano-50896094696_105900/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),38.533 m²,,,1,1,,,AN1-ANT00038780336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Salze,VIVANTIAL,748 €/m²,179.000 €,239 m²,https://www.pisos.com/comprar/casa-llica_amunt_centro_urbano-45905085459_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),239 m²,99 m²,,,,,,EP618-13752-13,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Ponent,Aliseda Inmobiliaria,1.368 €/m²,130.000 €,95 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-41688287104_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),95 m²,,,4,1,,,AN1-ANT00030689177,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en Carrer de l'Empordà, 32",Agencia no disponible,2.083 €/m²,275.000 €,132 m²,https://www.pisos.com/comprar/duplex-parets_del_valles_centro_urbano08150-51681270338_109800/,Anuncio actualizado el 16/02/2025,"D, D","D, D",valles_oriental (BCN),132 m²,116 m²,,4,2,Entre 20 y 30 años,En buen estado,21799615,,Frío y calor,,,,N/A,,3ª,N/A,Central,N/A,,N/A,N/A,,,,,,Entre 60 y 80 €,N/A,,,,N/A,,,,,,,,,,,,,,
Casa adosada en Avinguda de Miranda,Aliseda Inmobiliaria,1.053 €/m²,277.000 €,263 m²,https://www.pisos.com/comprar/casa_adosada-llica_de_vall_centro_urbano-41717600526_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),263 m²,,,6,2,,,AN1-ANT00030655370,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
"Casa en Carrer de Sant Agustí, nº s/n",Housfy real Estate,2.168 €/m²,399.000 €,184 m²,https://www.pisos.com/comprar/casa-llinars_del_valles_centro_urbano-45863730028_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),184 m²,184 m²,,5,5,,,EP442-707093,,N/A,,,N/A,N/A,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Mosca,Aliseda Inmobiliaria,1.182 €/m²,110.000 €,93 m²,https://www.pisos.com/comprar/piso-sant_celoni_centro_urbano-41721128618_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),93 m²,,,,,,,AN1-ANT00047722849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Miguel de Cervantes,VIVANTIAL,1.103 €/m²,85.000 €,77 m²,https://www.pisos.com/comprar/piso-plana_lledo_can_borrell_gallecs_lourdes08100-51757541751_109300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),77 m²,76 m²,,,,,,EP618-15284-2025,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Piso en calle Nou D`Abril (Del),VIVANTIAL,839 €/m²,47.000 €,56 m²,https://www.pisos.com/comprar/piso-montornes_del_valles_centro_urbano-45848448535_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),56 m²,56 m²,,,,,,EP618-13901-2025,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Primer de Maig,Aliseda Inmobiliaria,1.725 €/m²,122.500 €,71 m²,https://www.pisos.com/comprar/piso-la_llagosta_centro_urbano-47510991900_105900/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),71 m²,,,,,,,AN1-ANT00030690972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer del Montnegre,Aliseda Inmobiliaria,1.414 €/m²,372.000 €,263 m²,https://www.pisos.com/comprar/casa_adosada-vallgorguina_centro_urbano-49190731873_105900/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),263 m²,,,4,3,,,AN1-ANT00035706673,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Piso en Carrer de les Valls,VIVANTIAL,1.691 €/m²,159.000 €,94 m²,https://www.pisos.com/comprar/piso-sant_celoni_centro_urbano-51706864232_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),94 m²,89 m²,,,,,,EP618-13804-2023,,,,,,N/A,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
"Piso en Carrer Anna Maria Mogas, 3",Agencia no disponible,1.985 €/m²,198.500 €,100 m²,https://www.pisos.com/comprar/piso-ametlla_del_valles_centro_urbano-51723048392_109800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),100 m²,,,3,1,Entre 30 y 50 años,En buen estado,21786125,Gres,,N/A,,N/A,N/A,,1ª,N/A,Gas natural,,,,,2,,1,,,Entre 10 y 20 €,N/A,,Aluminio,N/A,,,,,,,,,,,,,,,
Chalet en Vallés Oriental,IAD ESPAÑA,1.459 €/m²,750.000 €,514 m²,https://www.pisos.com/comprar/chalet-santa_eulalia_de_roncana_centro_urbano-49249724796_108700/,Anuncio actualizado el 29/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),514 m²,514 m²,12.000 m²,3,3,Entre 20 y 30 años,,UVC882-29628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Bosc,VIVANTIAL,1.058 €/m²,91.000 €,86 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-33395673074_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),86 m²,86 m²,,,,,,EP618-5722-2025,,,,,,N/A,,1ª,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
Piso en Carretera Vella,Aliseda Inmobiliaria,1.080 €/m²,135.000 €,125 m²,https://www.pisos.com/comprar/piso-vallgorguina_centro_urbano-41734414842_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),125 m²,,,,,,,AN1-ANT00030675765,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça Sud,VIVANTIAL,813 €/m²,48.000 €,59 m²,https://www.pisos.com/comprar/piso-montornes_del_valles_centro_urbano-45862694885_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),59 m²,55 m²,,,,,,EP618-13855-2025,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Can Pantiquet,VIVANTIAL,2.288 €/m²,135.000 €,59 m²,https://www.pisos.com/comprar/piso-collegis_nous-51719942183_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),59 m²,59 m²,,,,,,EP618-14158-2025,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
"Casa adosada en Carrer de Pau Casals, 28",Aliseda Inmobiliaria,1.017 €/m²,174.000 €,171 m²,https://www.pisos.com/comprar/casa_adosada-santa_maria_de_martorelles_centro_urbano-41699803526_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),171 m²,,,,,,,AN1-ANT00030660689,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
"Chalet unifamiliar en Camí Aves Maries, 40",Agencia no disponible,1.772 €/m²,787.000 €,444 m²,https://www.pisos.com/comprar/chalet_unifamiliar-sant_fost_de_campsentelles_centro_urbano-51739040085_109800/,Anuncio actualizado el 19/02/2025,"E, E","E, E",valles_oriental (BCN),444 m²,,2.241 m²,6,2,Entre 30 y 50 años,Reformado,21804609,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Lleida,VIVANTIAL,516 €/m²,63.000 €,122 m²,https://www.pisos.com/comprar/piso-canovelles_centro_urbano-29168117291_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),122 m²,118 m²,,,,,,EP618-6303-2045,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
