nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Agua,Calefacción,Sistema de seguridad,Ascensor,Terraza,Orientación,Conservación,Garaje,Aire acondicionado,Cocina equipada,Trastero,Puerta blindada,Adaptado a personas con movilidad reducida,Jardín,Piscina,Exterior,Carpintería interior,Vidrios dobles,Carpintería exterior,Comedor,Lavadero,Portero automático,Balcón,Soleado,Tipo de casa,Superficie solar,Chimenea,Urbanizado,Teléfono,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Gas,Interior,Luz
Casa en Mas Alba-Can Lloses,Engel & Völkers MMC Barcelona,1.643 €/m²,350.000 €,213 m²,https://www.pisos.com/comprar/casa-mas_alba_can_lloses-38358112239_101800/,Anuncio actualizado el 25/06/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),213 m²,,6,1,,Entre 30 y 50 años,,IF76306-I-00XKG9-W-02TKFQ,,,,,,,,N/A,Sur,,1,,,,,,Privado,,,,,,,N/A,,,,,1.201 m²,,,,,,,,,
Piso en Carrer del Jardí,Aliseda Inmobiliaria,2.410 €/m²,272.400 €,113 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45017996606_107000/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),113 m²,,3,2,,,,AS1-OSP0000052256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Can Lloses - Valles Altos,MACROFINCAS S.L,7 €/m²,5.000.000 €,1.800 m²,https://www.pisos.com/comprar/finca_rustica-mas_alba_can_lloses-25087761691_100500/,Anuncio actualizado el 18/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),1.800 m²,1.700 m²,4,2,,,,SA565-MCC5158GH/1454,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,670.000 m²,,,,,,,,,
Apartamento en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.700 €/m²,670.000 €,100 m²,https://www.pisos.com/comprar/apartamento-can_girona_terramar_vinyet-48370148303_101800/,Anuncio actualizado el 05/11/2024,"B, C","B, C",garraf (BCN),100 m²,,3,2,2ª,Entre 5 y 10 años,,IF76306-I-00YQH0-W-02W6P7,,,,,Central,,N/A,N/A,,,1,,,N/A,,,,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Jardí,Aliseda Inmobiliaria,2.480 €/m²,295.200 €,119 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-50011786053_107000/,Anuncio actualizado el 28/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),119 m²,,3,1,,,,AS1-OSP0000052238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,3.684 €/m²,420.000 €,114 m²,https://www.pisos.com/comprar/apartamento-la_collada_els_sis_camins_fondo_somella_santa_mari-45087517200_101800/,Anuncio actualizado el 02/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),114 m²,,4,2,,Menos de 5 años,,IF76306-I-00Y3QL-W-02VAGY,,,,,Central,,N/A,,,,1,,N/A,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça Ramon Mir,CICLOACTIVOS S.L.,846 €/m²,88.000 €,104 m²,https://www.pisos.com/comprar/piso-sant_pere_de_ribes_les_roquetes-91701878633_991803/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,104 m²,3,2,3ª,,,4991803-31058,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4227975437_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'en Magí Albert Cassanyes,Aliseda Inmobiliaria,2.226 €/m²,182.600 €,82 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45070793397_107000/,Anuncio actualizado el 25/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),82 m²,,2,1,,,,AS1-OSP0000052262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,3.750 €/m²,195.000 €,52 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-50849710513_108700/,Anuncio actualizado el 20/02/2025,"C, C","C, C",garraf (BCN),52 m²,52 m²,2,1,,Más de 50 años,,UVC882-30849,,,,,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa en Mas Mestre,BRUÑO & VENTURA,1.422 €/m²,192.000 €,135 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-46728596425_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),135 m²,123 m²,3,2,,Entre 20 y 30 años,,SA564-S60744697/1687,,,Gres,,Gas natural,,,N/A,Sur,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.260 €/m²,720.000 €,115 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-50053055316_101800/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),115 m²,,3,3,2ª,,,IF76306-I-00YWFJ-W-02Y58V,,1,,,Central,,N/A,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Jardí,Aliseda Inmobiliaria,2.558 €/m²,330.050 €,129 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45844811988_107000/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),129 m²,,3,2,,,,AS1-OSP0000052231,,,,,N/A,,N/A,N/A,,,,N/A,N/A,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,
Chalet en Muntanya del Mar,Grupo TorreSol Inmobiliaria,2.057 €/m²,430.000 €,209 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-45018386421_100500/,Anuncio actualizado el 09/02/2025,"E, E","E, E",garraf (BCN),209 m²,149 m²,4,3,,Entre 20 y 30 años,,SA4441-CanyeRUcomadolfo-21/4861,N/A,1,Gres,N/A,Gas natural,N/A,,N/A,Sur,,1,N/A,,N/A,N/A,,N/A,N/A,,,,,N/A,,,,,,55 m²,,N/A,N/A,,,,,,
Piso en Garraf,IAD ESPAÑA,2.461 €/m²,160.000 €,65 m²,https://www.pisos.com/comprar/piso-santa_maria_eixample_sud_sumella-48401867567_108700/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),65 m²,65 m²,2,1,,Entre 30 y 50 años,,UVC882-29309,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Centre,BRUÑO & VENTURA,4.166 €/m²,250.000 €,60 m²,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-49202335278_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),60 m²,59 m²,1,1,Bajo,Entre 20 y 30 años,,SA564-AT676611/1687,,1,Gres,,,,,N/A,Sureste,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Olivella,Engel & Völkers MMC Barcelona,4.370 €/m²,590.000 €,135 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-36738551261_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),135 m²,,2,1,,Entre 20 y 30 años,,IF76306-I-00XC09-W-02SCOR,,,,,Central,,,N/A,A la montaña,,1,,N/A,,,,Privado,Propia,,,,,,,,,,,427 m²,,,,,,,,,
Casa en Llevantina-Montgavina-Quint-Mar-Garraf,Engel & Völkers MMC Barcelona,3.514 €/m²,1.100.000 €,313 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf08870-51677264172_101800/,Anuncio actualizado el 12/02/2025,"E, E","E, E",garraf (BCN),313 m²,,5,2,,Entre 30 y 50 años,,IF76306-I-00Z129-W-02YER2,,,,,Central,,,N/A,,,1,,N/A,N/A,,,Privado,,,,,,,N/A,,,,,686 m²,,,,,,,,,
Piso en Carrer d'en Magí Albert Cassanyes,Aliseda PAC,Error al procesar precio m²,A consultar,110 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-44229362649_107000/,Anuncio actualizado el 25/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),110 m²,,2,1,,,,AS2-OSP0000052276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Olivella,SAFTI ESPAÑA,1.488 €/m²,399.000 €,268 m²,https://www.pisos.com/comprar/casa_unifamiliar-olivella_centro_urbano-49168300124_100500/,Anuncio actualizado el 05/02/2025,"E, E","E, E",garraf (BCN),268 m²,164 m²,4,2,,Entre 20 y 30 años,,SA3541-REF_31871,,,,,Gasoil,,,,,,,,,,,,,,,,,,,,,,,Unifamiliar,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.160 €/m²,690.000 €,112 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-50090824693_101800/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),112 m²,,3,3,2ª,Menos de 5 años,,IF76306-I-00YWFL-W-02Y58Y,,1,,,Central,,N/A,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Garraf,IAD ESPAÑA,1.702 €/m²,240.000 €,141 m²,https://www.pisos.com/comprar/chalet-cubelles_centre-51741702899_108700/,Anuncio actualizado el 18/02/2025,"G, G","G, G",garraf (BCN),141 m²,141 m²,2,2,,Entre 30 y 50 años,,UVC882-31171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 m²,,,,,,,,,
Piso en Primera Linea de Mar en Sitges,LIVING Luxury Real Estate. Barcelona,6.981 €/m²,384.000 €,55 m²,https://www.pisos.com/comprar/piso-sitges_centre-41666846093_109100/,Anuncio actualizado el 16/01/2025,"D, E","D, E",garraf (BCN),55 m²,48 m²,1,1,3ª,,,FE6-281041,,,,,,,N/A,N/A,Sureste,,,,,,,,,,Exterior calle,,,,,,,,Por la mañana,,,,,,,,,,,
Casa adosada en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,3.282 €/m²,499.000 €,152 m²,https://www.pisos.com/comprar/casa_adosada-can_girona_terramar_vinyet-49229526359_101800/,Anuncio actualizado el 06/12/2024,"E, E","E, E",garraf (BCN),152 m²,,4,2,,,,IF76306-I-00YUXX-W-02XU48,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,120 m²,,,,,,,,,
Casa en Avenida Montrodo,Aliseda Inmobiliaria,2.615 €/m²,591.000 €,226 m²,https://www.pisos.com/comprar/casa-mas_alba_can_lloses-44208956356_107000/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),226 m²,,4,3,,,,AS1-52896101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Mig,Aliseda Inmobiliaria,2.151 €/m²,299.000 €,139 m²,https://www.pisos.com/comprar/casa-mas_trader_corral_en_tort_corral_en_cona-41703033520_107000/,Anuncio actualizado el 18/04/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),139 m²,,4,2,,,,AS1-VPA0200285784,,,,,N/A,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Olivella,Engel & Völkers MMC Barcelona,882 €/m²,750.000 €,850 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-50881707085_101800/,Anuncio actualizado el 13/01/2025,"D, D","D, D",garraf (BCN),850 m²,,6,4,,Entre 10 y 20 años,,IF76306-I-00YXYF-W-02MKPK,,,,,Central,,,N/A,,,,,,,,,,Propia,,,,,,,,,,,722 m²,,,,,,,,,
Piso en Ubicación A 5 Minutos Zona Comercial,donpiso Central,4.575 €/m²,333.986 €,73 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-49255111472_109100/,Anuncio actualizado el 09/02/2025,"B, B","B, B",garraf (BCN),73 m²,61 m²,3,2,,,,FE24-254928,,,Parket,,Eléctrica,,N/A,N/A,Sur,,,Con bomba de calor,,N/A,,,N/A,N/A,Exterior calle,,,Aluminio,,,,,Por la mañana,,,,,,,,,,,
Casa en Mas Trader-Corral d'en Tort-Corral d'en Cona,Engel & Völkers MMC Barcelona,2.641 €/m²,560.000 €,212 m²,https://www.pisos.com/comprar/casa-mas_trader_corral_en_tort_corral_en_cona-50888776144_101800/,Anuncio actualizado el 14/01/2025,"E, E","E, E",garraf (BCN),212 m²,,5,3,,Entre 30 y 50 años,,IF76306-I-00YY4M-W-02W6HL,N/A,1,,,,,,N/A,,,1,,N/A,N/A,,,Privado,Propia,,,,,,N/A,,,,,30.134 m²,,,,,,,,,
"Ático en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,5.187 €/m²,690.000 €,133 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-4942377789_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),133 m²,,3,3,2ª,,,-21563432,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Platja de La Mota de Sant Pere,IMMOMAX,1.484 €/m²,354.900 €,239 m²,https://www.pisos.com/comprar/casa_adosada-zona_nord-50082606627_109300/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),239 m²,155 m²,4,3,,,Más de 100 €,EP950-17001,,,,N/A,,,,N/A,,Reformado,2,,,,,,,Comunitaria,,,,,,,,,,Adosada,,,,,,,,,,
Piso en Carrer de Barcelona,Aliseda Inmobiliaria,1.127 €/m²,101.500 €,90 m²,https://www.pisos.com/comprar/piso-mas_en_serra_els_cards08810-41745819853_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),90 m²,,3,1,,,,AN1-ANT00030672058,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'en Magí Albert Cassanyes,Aliseda Inmobiliaria,1.695 €/m²,198.400 €,117 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45061244259_107000/,Anuncio actualizado el 13/11/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),117 m²,,3,2,,,,AS1-OSP0000052269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,4.103 €/m²,336.478 €,82 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5140605451_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),82 m²,,3,,1ª,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,2.538 €/m²,330.000 €,130 m²,https://www.pisos.com/comprar/piso-les_salines_clot_del_basso_mota_de_sant_pere-48353412994_108700/,Anuncio actualizado el 29/01/2025,"G, F","G, F",garraf (BCN),130 m²,130 m²,3,3,,Entre 20 y 30 años,,UVC882-29396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Mas Alba-Can Lloses,Engel & Völkers MMC Barcelona,2.684 €/m²,1.200.000 €,447 m²,https://www.pisos.com/comprar/casa-mas_alba_can_lloses-47516499927_101800/,Anuncio actualizado el 19/11/2024,"E, E","E, E",garraf (BCN),447 m²,,5,2,,Más de 50 años,,IF76306-I-00YNGD-W-02X1F4,,,,,,,,N/A,,,,,N/A,N/A,,,,,,,,,,N/A,,,,,488 m²,,,,,,,,,
Piso en Centre,Estudi La Geltru Slu,2.718 €/m²,299.000 €,110 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-43334643093_100200/,Anuncio actualizado el 24/10/2024,"E, E","E, E",garraf (BCN),110 m²,,4,1,1ª,Más de 50 años,,TC1040-578533,,,,,N/A,,,,,En buen estado,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en La Collada,IMMOMAX,1.834 €/m²,310.000 €,169 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-46732900134_109300/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),169 m²,128 m²,4,2,,,,EP950-16644,N/A,,,N/A,,,,N/A,,,1,,N/A,N/A,,,,,,,,,,,,,,Adosada,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.160 €/m²,690.000 €,112 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5024767357_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),112 m²,,3,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer del Jardí,Aliseda Inmobiliaria,3.796 €/m²,353.100 €,93 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45878008445_107000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),93 m²,,3,1,,,,AS1-OSP0000052244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Pla de Sant Pere-Les Salines,INMOBEL GESTION INMOBILIARIA,2.357 €/m²,330.000 €,140 m²,https://www.pisos.com/comprar/atico-les_salines_clot_del_basso_mota_de_sant_pere-49251713343_100500/,Anuncio actualizado el 17/01/2025,"G, F","G, F",garraf (BCN),140 m²,130 m²,3,2,Bajo,,,SA5689-4949/5486,,1,Gres,,N/A,,N/A,,Sureste,,,N/A,,,,,N/A,Comunitaria,,,,,,,,,,,,,,,,,,,,
Casa en Puigmoltó-Viñedos-Can Macià,Engel & Völkers MMC Barcelona,7.300 €/m²,1.095.000 €,150 m²,https://www.pisos.com/comprar/casa-puigmolto_vinedos_can_macia08810-49210689642_101800/,Anuncio actualizado el 15/11/2024,"F, E","F, E",garraf (BCN),150 m²,,4,3,,Entre 30 y 50 años,,IF76306-I-00YTDI-W-02WZ28,,,,,Central,,,,,,1,,,,,,Privado,,,,,,,,,,,,1.353 m²,,,,,,,,,
Ático en Centre,Engel & Völkers MMC Barcelona,5.176 €/m²,880.000 €,170 m²,https://www.pisos.com/comprar/atico-sitges_centre-43423383499_101800/,Anuncio actualizado el 28/10/2024,"E, E","E, E",garraf (BCN),170 m²,,2,1,2ª,Entre 20 y 30 años,,IF76306-I-00Y6CV-W-02V4L3,,,,,Central,,N/A,N/A,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Casa en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,5.654 €/m²,2.550.000 €,451 m²,https://www.pisos.com/comprar/casa-can_girona_terramar_vinyet-30901157656_101800/,Anuncio actualizado el 21/05/2024,"E, E","E, E",garraf (BCN),451 m²,,5,4,,Entre 20 y 30 años,,IF76306-I-00NMPJ-W-022IOB,,,,,Central,,,,,,1,,N/A,,,,Privado,Propia,,,,,,N/A,,,,,1.360 m²,,,,,,,,,
Casa en Muntanya del Mar,eXp Realty,2.200 €/m²,220.000 €,100 m²,https://www.pisos.com/comprar/casa-canyelles_centro_urbano-45062508000_100500/,Anuncio actualizado el 09/06/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),100 m²,,3,2,,Menos de 5 años,,SA3689-EXP07427/8930,,,,N/A,N/A,,,,Sur,,,,,,,,,,,,,,N/A,,,,,,407 m²,,N/A,,,,,,,
Casa en Carrer del Pi,FINQUES GIRÓ,5.429 €/m²,1.200.000 €,221 m²,https://www.pisos.com/comprar/casa-aragai_prat_de_vilanova-49229376144_100500/,Anuncio actualizado el 12/11/2024,"B, B","B, B",garraf (BCN),221 m²,200 m²,5,3,,Menos de 5 años,,SA1197-00822-11/5887,,1,,,N/A,,,N/A,,,1,N/A,,,,,N/A,Propia,,,,,,,,,,,,,,,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,5.402 €/m²,302.546 €,56 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39233215288_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),56 m²,,2,1,,Menos de 5 años,,IF76306-I-00XQG6-W-02RCK7,,,,,Central,,N/A,N/A,,,1,,N/A,,,,Privado,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Olivella,Engel & Völkers MMC Barcelona,1.700 €/m²,850.000 €,500 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-50853694622_101800/,Anuncio actualizado el 10/01/2025,"C, C","C, C",garraf (BCN),500 m²,,5,2,,Entre 10 y 20 años,,IF76306-I-00YXVW-W-02MKPP,,,,,Central,,,,,,1,,,,,,Privado,Propia,,,,,,,,,,,903 m²,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,2.188 €/m²,197.000 €,90 m²,https://www.pisos.com/comprar/piso-sant_pere_de_ribes_nucli_urba-48375779370_108700/,Anuncio actualizado el 20/02/2025,"F, E","F, E",garraf (BCN),90 m²,90 m²,4,1,,Entre 30 y 50 años,,UVC882-26201,,,,,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Marítim,VISTAMAR FINQUES,3.105 €/m²,177.000 €,57 m²,https://www.pisos.com/comprar/piso-maritim-50917468841_500964/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),57 m²,41 m²,2,1,Bajo,Entre 30 y 50 años,25 mensuales // 300 al año,500964-001448,,1,Parquet,,,,,,Suroeste,En buen estado,,,"7m² abierta a comedor,",N/A,,N/A,Privado,,Acceso desde calle terraza de 36m²,,,PVC,15m² acceso a terraza privada,Cerramiento de aluminio en terraza,N/A,N/A,N/A,,,,,,,,,,,
Dúplex en Cubelles,GROCASA,2.714 €/m²,285.000 €,105 m²,https://www.pisos.com/comprar/duplex-santa_maria_eixample_sud_sumella-51692908163_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),105 m²,85 m²,3,1,1ª,Entre 10 y 20 años,,EP743-1714627,,,Parquet,,Centralizada,,N/A,N/A,Se,,Comunitario,N/A,Americana,N/A,N/A,,,Comunitaria,,,,Aluminio,,,N/A,,,,,,,,,,,,,
Casa en Olivella,LA CASA AGENCY ECV,1.543 €/m²,460.000 €,298 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-51691047310_103700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",garraf (BCN),298 m²,178 m²,5,3,,Entre 10 y 20 años,,BLU3-LCB34613,,,,,N/A,,,N/A,,En buen estado,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Casa rústica en Canyelles,Engel & Völkers MMC Barcelona,480 €/m²,449.000 €,934 m²,https://www.pisos.com/comprar/casa_rustica-canyelles_centro_urbano-51741298612_101800/,Anuncio actualizado el 11/02/2025,"D, D","D, D",garraf (BCN),934 m²,,3,1,,Más de 50 años,,IF76306-I-00Z0XF-W-02WZNP,,,,,,,,,,,1,,,,,,Privado,Propia,,,,,,,,,,Rústica,15.907 m²,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,2.368 €/m²,180.000 €,76 m²,https://www.pisos.com/comprar/piso-sitges_centre-49185180341_108700/,Anuncio actualizado el 06/01/2025,"E, D","E, D",garraf (BCN),76 m²,76 m²,2,1,,Entre 30 y 50 años,,UVC882-30013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Garraf,IAD ESPAÑA,3.707 €/m²,330.000 €,89 m²,https://www.pisos.com/comprar/piso-els_molins_poble_sec_pins_vens-50883014309_108700/,Anuncio actualizado el 23/01/2025,"F, G","F, G",garraf (BCN),89 m²,89 m²,3,2,,Entre 30 y 50 años,,UVC882-31279,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Fondo Somella,IMMOMAX,1.690 €/m²,360.000 €,213 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-50072705703_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),213 m²,145 m²,7,3,,,,EP950-17045,N/A,,,N/A,,,,N/A,,En buen estado,2,,N/A,N/A,,,,Propia,,,,,,,,,,,,,,,,,,,,
Chalet en Garraf,IAD ESPAÑA,2.833 €/m²,595.000 €,210 m²,https://www.pisos.com/comprar/chalet-vilanova_i_la_geltru_centre-50034908888_108700/,Anuncio actualizado el 07/12/2024,"D, C","D, C",garraf (BCN),210 m²,210 m²,2,4,,Más de 50 años,,UVC882-30452,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,142 m²,,,,,,,,,
Casa en Centre,Engel & Völkers MMC Barcelona,13.000 €/m²,3.900.000 €,300 m²,https://www.pisos.com/comprar/casa-vilanova_i_la_geltru_centre-43360919984_101800/,Anuncio actualizado el 29/10/2024,"D, D","D, D",garraf (BCN),300 m²,,5,3,,Más de 50 años,,IF76306-I-00Y5DQ-W-02VGLN,,,,,,,,,,,1,,,,,,Privado,Propia,,,,,,,,,,,12.000 m²,,,,,,,,,
Casa en Centre,Engel & Völkers MMC Barcelona,9.862 €/m²,2.150.000 €,218 m²,https://www.pisos.com/comprar/casa-sitges_centre-47549944015_101800/,Anuncio actualizado el 27/09/2024,"E, D","E, D",garraf (BCN),218 m²,,4,3,,Más de 50 años,,IF76306-I-00YNYR-W-02WW62,,,,,Central,,,N/A,,,1,,,,,,Privado,,,,,,,,,,,,450 m²,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,7.497 €/m²,1.004.700 €,134 m²,https://www.pisos.com/comprar/piso-sitges_centre-5082094965_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),134 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'en Magí Albert Cassanyes,Aliseda Inmobiliaria,1.992 €/m²,203.200 €,102 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-45047804928_107000/,Anuncio actualizado el 14/11/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),102 m²,,3,1,,,,AS1-OSP0000052261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
