nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Referencia,Armarios empotrados,Calefacción,Garaje,Trastero,Puerta blindada,Ascensor,Terraza,Piscina,Superficie útil,Superficie solar,Conservación,Aire acondicionado,Jardín,Tipo de casa,Cocina equipada,Sistema de seguridad,Planta,Amueblado,Tipo suelo,Gastos de comunidad,Carpintería exterior,Teléfono,Comedor,Lavadero,Urbanizado,Calle alumbrada,Calle asfaltada,Exterior,Carpintería interior,Vidrios dobles,Portero automático,Balcón,Orientación,Soleado,Chimenea,Gas,Interior,Se aceptan mascotas,Adaptado a personas con movilidad reducida,Agua
Piso en calle Segovia,HOGALIA Madrid,1.420 €/m²,99.400 €,70 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-51706020933_100500/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,70 m²,3,1,,SA323-FHOG-2928,,,,,,,,,,,En buen estado,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Cltorrejon 10,HIPOGES IBERIA,1.473 €/m²,140.000 €,95 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-48334676286_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,95 m²,,,,GTRE-00482,,,,,,,,,95 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Centro,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.219 €/m²,200.000 €,164 m²,28111,https://www.pisos.com/comprar/chalet-pezuela_de_las_torres_centro_urbano-43355488933_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,164 m²,5,2,Entre 30 y 50 años,SA814-EX03959/3763,,Eléctrica,1,N/A,,,,,104 m²,804 m²,,N/A,N/A,,,,,,Gres,,,,,,,,,,,,,,,,N/A,,,,,N/A
Piso en calle del Teniente Ruiz,Aliseda Inmobiliaria,2.155 €/m²,127.200 €,59 m²,28005,https://www.pisos.com/comprar/piso-centro_casco_historico28805-37596331478_107000/,2024-11-20,Error al procesar consumo,Error al procesar emisiones,59 m²,,,,AS1-GOR0000177519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Garena,Engel & Völkers Madrid,2.007 €/m²,508.000 €,253 m²,28005,https://www.pisos.com/comprar/casa-garena28806-40848311789_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,253 m²,4,4,Entre 20 y 30 años,IF77045-I-00XULC-W-02SXR1,1,Central,1,N/A,,,,Propia,,161 m²,,,Privado,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Pr?Ncipe Felipe,HIPOGES IBERIA,1.952 €/m²,205.000 €,105 m²,28053,https://www.pisos.com/comprar/piso-daganzo_de_arriba_centro_urbano-49176055552_100700/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,105 m²,,,Entre 10 y 20 años,SBRE-0031888,N/A,,,,,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en El Robledal,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.048 €/m²,387.000 €,369 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-25050548883_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,369 m²,6,5,Entre 30 y 50 años,SA814-EX03595/3763,1,Gasoil,1,N/A,N/A,,N/A,Propia,350 m²,1.263 m²,,,N/A,,,N/A,,,,,,N/A,N/A,,N/A,,,,,,,,Suroeste,,N/A,,,,,N/A
Chalet pareado en Garena,GESTION MAGISTRAL GESTORIA MONICA DEL AMO,1.630 €/m²,530.000 €,325 m²,28005,https://www.pisos.com/comprar/chalet_pareado-garena28806-50060497745_522020/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,325 m²,5,3,Entre 10 y 20 años,4522020-000083,,Gas natural,1,,N/A,,Dos terrazas solarium en la buhardilla,Propia,297 m²,,Reformado,Canalizado en toda la casa,N/A,,"Reformada con encimera de silectone, y a/acondicio",,,,Tarima flotante,,PVC,N/A,2 salones independientes.. Uno con chimenea,N/A,N/A,N/A,N/A,,Roble.. Vidrieras decorativas,,,,Sureste,,,N/A,,,,
Chalet en Camarma de Esteruelas,BLUE HOME INMOBILIARIA,5.526 €/m²,331.600 €,60 m²,28032,https://www.pisos.com/comprar/chalet-camarma_de_esteruelas_centro_urbano-46754953889_100500/,2024-08-22,Error al procesar consumo,Error al procesar emisiones,60 m²,1,1,,SA1989-T17,,,,,,,,,,4 m²,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle del Cardenal Cisneros,Aliseda Inmobiliaria,2.211 €/m²,825.000 €,373 m²,28005,https://www.pisos.com/comprar/casa-centro_casco_historico28802-47537331409_107000/,2024-10-13,Error al procesar consumo,Error al procesar emisiones,373 m²,10,1,,AS1-VPA0200300660,,,,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,"ESTUDIO NUEVO HENARES 21, S.L.",2.883 €/m²,173.000 €,60 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-50048815408_100200/,2024-12-12,Error al procesar consumo,Error al procesar emisiones,60 m²,2,1,Más de 50 años,TC679-602999,,N/A,,,,,,,,,En buen estado,N/A,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Ensanche,Consulting El Ensanche De Alcalá Slu,1.666 €/m²,395.000 €,237 m²,28005,https://www.pisos.com/comprar/casa_pareada-ensanche_espartales_ensanche28806-45069603407_100200/,2024-10-10,Error al procesar consumo,Error al procesar emisiones,237 m²,6,3,,TC825-582637,,,,,,,,Comunitaria,,,En buen estado,N/A,,Pareada,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle Senda Perdida,  s/n","PREMIER ESPAÑA, S.A.",3.519 €/m²,717.900 €,204 m²,28005,https://www.pisos.com/comprar/chalet-colonia_avenida_de_meco28805-5145583736_109700/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,204 m²,4,3,,4991481-21713110,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Cañitas,HIPOGES IBERIA,730 €/m²,271.000 €,371 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-51696264488_100700/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,371 m²,,,,SBRE-0183928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de los Reyes Católicos,HIPOGES IBERIA,1.207 €/m²,99.000 €,82 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-50051419595_100700/,2024-12-12,Error al procesar consumo,Error al procesar emisiones,82 m²,,,,FRRE-00263,,,,,,,,,82 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Noreste,GARSIERRA,2.261 €/m²,190.000 €,84 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-51753196594_108500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,84 m²,3,1,,AG588-MILAN4,,N/A,,,N/A,,No acristalada,,,,,,,,Individual,,,,Tarima normal,,,,,,,,,N/A,,N/A,,,Sur,,,,,,N/A,
Casa en Centro,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,375 €/m²,90.000 €,240 m²,28137,https://www.pisos.com/comprar/casa-los_santos_de_la_humosa_centro_urbano-25008523776_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,240 m²,6,2,Más de 50 años,SA814-EX03618/3763,,,,,,,,,220 m²,220 m²,,,,,,,,,,,,,N/A,,,,,,,,,,Sur,,,,,,,N/A
Casa adosada en Ensanche,"ESTUDIO ALCALA CIUDADELA, S.L.U.",2.192 €/m²,467.000 €,213 m²,28005,https://www.pisos.com/comprar/casa_adosada-ensanche_espartales_ensanche28806-51743903535_100200/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,213 m²,4,3,Entre 20 y 30 años,TC620-608249,,,,,,,,,,,En buen estado,,,Adosada,,,,,Gres,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Chorrillo,Consulting El Ensanche De Alcalá Slu,2.888 €/m²,569.000 €,197 m²,28005,https://www.pisos.com/comprar/casa_pareada-chorrillo28806-51679001193_100200/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,197 m²,4,4,Entre 30 y 50 años,TC825-608026,,N/A,,,,,,,,,En buen estado,,,Pareada,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Palacio,Gilmar Centro Madrid,11.976 €/m²,2.575.000 €,215 m²,28005,https://www.pisos.com/comprar/piso-centro_casco_historico28801-41703085732_102100/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,215 m²,4,4,,GM22-190345,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exterior,,,,,Sur,,,,,,,
Piso en Noreste,MERCASER,2.261 €/m²,190.000 €,84 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-50848568829_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,84 m²,3,1,Entre 30 y 50 años,SA1924-60690353/7208,,,,,,,,,74 m²,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Ensanche,Consulting El Ensanche De Alcalá Slu,2.652 €/m²,435.000 €,164 m²,28005,https://www.pisos.com/comprar/casa_adosada-ensanche_espartales_ensanche28806-50859274191_100200/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,164 m²,4,3,Entre 20 y 30 años,TC825-607992,,,,,,,,,,,En buen estado,N/A,,Adosada,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Zulema,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.727 €/m²,950.000 €,550 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-32583968706_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,550 m²,5,4,Entre 30 y 50 años,SA814-EX03754/3763,1,N/A,,,N/A,,N/A,Propia,,1.470 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Juan de Austria,M2 REAL ESTATE,2.020 €/m²,191.900 €,95 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28804-50929669278_100500/,2025-01-20,Error al procesar consumo,Error al procesar emisiones,95 m²,3,1,Entre 30 y 50 años,SA606-84727/1852,,,,,,N/A,N/A,,78 m²,,,,,,,,2ª,,,Entre 60 y 80 €,,,,,,,,,,,,,Sur,,,,,,,
Casa adosada en Torrejón de Ardoz,YOUR HOME SERVICIOS INMOBILIARIOS,1.941 €/m²,499.000 €,257 m²,28148,https://www.pisos.com/comprar/casa_adosada-zona_suroeste-49216552210_100500/,2024-12-18,"E, E","E, E",257 m²,6,3,Entre 20 y 30 años,SA4750-YH48,1,Gas natural,,,N/A,,N/A,,,,En buen estado,Frío,Privado,Adosada,Cocina amueblada,,,,Gres,,,,,,,,,,,N/A,,,,,N/A,,,,,
Piso en Camarma de Esteruelas,Estudio Camarma La Garena Slu,1.763 €/m²,179.900 €,102 m²,28032,https://www.pisos.com/comprar/piso-camarma_de_esteruelas_centro_urbano-48377993758_100200/,2024-10-23,Error al procesar consumo,Error al procesar emisiones,102 m²,,2,Entre 20 y 30 años,TC1190-598845,,N/A,,,,,,,,,En buen estado,N/A,,,N/A,,1ª,,,,,,,,,,,,,,,N/A,,,,,,,,
Chalet en Área de Villalbilla,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.650 €/m²,525.000 €,318 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-49202356292_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,318 m²,7,3,Entre 20 y 30 años,SA814-EX04079/3763,1,N/A,1,N/A,N/A,,N/A,Propia,181 m²,562 m²,,N/A,N/A,,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,N/A
Piso en Avenida de Lisboa,HIPOGES IBERIA,1.881 €/m²,150.500 €,80 m²,28049,https://www.pisos.com/comprar/piso-ciudad_70-50043328587_100700/,2024-12-17,Error al procesar consumo,Error al procesar emisiones,80 m²,,,,FRRE-00809,,,,,,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de Madrid,HIPOGES IBERIA,2.757 €/m²,262.000 €,95 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-50028111920_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,95 m²,,,,GTRE-01443,,,,,,,,,95 m²,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Corpa,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.428 €/m²,140.000 €,98 m²,28048,https://www.pisos.com/comprar/piso-corpa_centro_urbano-49242039176_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,98 m²,1,1,Entre 10 y 20 años,SA814-EX04073/3763,,,1,,,,N/A,Comunitaria,55 m²,,,,,,,,Bajo,,Parquet,,,,,,,,,,,,,,,,,,,,,N/A
Piso en Alcala de Henares,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,3.705 €/m²,315.000 €,85 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-50042165245_100500/,2025-02-20,"E, E","E, E",85 m²,2,2,Entre 10 y 20 años,SA814-EX04091/3763,1,Gas natural,1,N/A,,N/A,N/A,Comunitaria,76 m²,,,N/A,,,,N/A,5ª,,Tarima maciza,,,N/A,,,,,,,,,,,Este,,,,,,,N/A
Apartamento en Villalbilla,VEOFINCAS.COM,1.953 €/m²,127.000 €,65 m²,28172,https://www.pisos.com/comprar/apartamento-villalbilla_centro_urbano-50096207265_519702/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,65 m²,1,1,Entre 20 y 30 años,4519702-000021,1,Eléctrica,1,N/A,N/A,N/A,N/A,,55 m²,,En buen estado,Frío y calor,Comunitario,,Abierta,N/A,1ª,,Tarima flotante,Entre 60 y 80 €,PVC,,,,,,,N/A,,N/A,N/A,,Sureste,,,,,,N/A,
Piso en calle de Toledo,HIPOGES IBERIA,2.953 €/m²,127.000 €,43 m²,28005,https://www.pisos.com/comprar/piso-el_val_barrio28804-51704945071_100700/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,43 m²,,,,GTRE-01412,,,,,,,,,43 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Ensanche,Consulting El Ensanche De Alcalá Slu,2.158 €/m²,379.900 €,176 m²,28005,https://www.pisos.com/comprar/casa_adosada-ensanche_espartales_ensanche28806-48395888383_100200/,2024-11-08,"E, E","E, E",176 m²,4,1,Entre 20 y 30 años,TC825-598954,,N/A,,,,,,,,,En buen estado,N/A,,Adosada,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Valhondo 1,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.931 €/m²,498.200 €,258 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-50060378912_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,258 m²,3,2,Entre 30 y 50 años,SA814-EX04094/3763,1,Gas natural,1,N/A,N/A,,N/A,Propia,,513 m²,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Casa en Torres de La Alameda,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,566 €/m²,170.000 €,300 m²,28154,https://www.pisos.com/comprar/casa-torres_de_la_alameda_centro_urbano-28342159255_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,300 m²,,1,,SA814-EX03704/3763,,,,,,,,,,325 m²,,,,,,,,,,,,,,,,,,,,,,,Este,,,,,,,N/A
Casa en Camarma de Esteruelas,Engel & Völkers Madrid,2.575 €/m²,595.000 €,231 m²,28032,https://www.pisos.com/comprar/casa-camarma_de_esteruelas_centro_urbano-48374982324_101800/,2024-10-29,Error al procesar consumo,Error al procesar emisiones,231 m²,4,3,Entre 20 y 30 años,IF77045-I-00X8OY-W-02SRGC,,Central,1,,,,,,,378 m²,,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en El Robledal,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.541 €/m²,780.000 €,506 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-93370628437_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,506 m²,5,4,Entre 20 y 30 años,SA814-EX02883/3763,1,Gasoil,,N/A,N/A,,N/A,Propia,480 m²,1.402 m²,,N/A,N/A,,,,,,,,,,N/A,,N/A,,,,,,,,Sur,,N/A,,,,,N/A
Chalet en Camarma de Esteruelas,LZ HOME,2.575 €/m²,595.000 €,231 m²,28032,https://www.pisos.com/comprar/chalet-camarma_de_esteruelas_centro_urbano-46701965972_108900/,2024-11-19,Error al procesar consumo,Error al procesar emisiones,231 m²,4,3,,XA610-1253,,,1,,N/A,,,,220 m²,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A,,,,,N/A
Piso en Campiña,IAD ESPAÑA,2.416 €/m²,203.000 €,84 m²,28172,https://www.pisos.com/comprar/piso-villalbilla_centro_urbano-50870047644_108700/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,84 m²,2,1,Entre 10 y 20 años,UVC882-31576,,N/A,,,,N/A,,,84 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de los Esparteros,MERCASER,433 €/m²,370.000 €,853 m²,28137,https://www.pisos.com/comprar/piso-los_santos_de_la_humosa_centro_urbano-12541924871_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,853 m²,1,1,,SA1924-60581876/7208,,,,,,,,,800 m²,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Noroeste,TRENCADIS REAL ESTATE,2.299 €/m²,246.000 €,107 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-51694343675_109300/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,107 m²,,1,Entre 20 y 30 años,EP777-TRCOK25076,,,,,,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Puerta de Madrid, El Juncal",GARSIERRA,1.250 €/m²,95.000 €,76 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-51759088570_108500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,76 m²,3,1,,AG588-CORONADO2,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,N/A,,,Sur,,,,,,,
"Piso en calle de la Virgen de Loreto, 20",Hercesa,1.682 €/m²,529.900 €,315 m²,28005,https://www.pisos.com/comprar/piso-colonia_avenida_de_meco28805-38370312587_109700/,2025-01-08,Error al procesar consumo,Error al procesar emisiones,315 m²,4,2,,4517782-P.2463,N/A,N/A,,,N/A,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Camarma de Esteruelas,Engel & Völkers Madrid,2.922 €/m²,675.000 €,231 m²,28032,https://www.pisos.com/comprar/casa-camarma_de_esteruelas_centro_urbano-38366511671_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,231 m²,4,3,Entre 20 y 30 años,IF77045-I-00X8OX-W-02SRGC,,Central,,,,,,,,378 m²,,,Privado,,,,,,,,,,,,,,,,,,,,A la montaña,,,,,,,
Casa adosada en calle Camino Viejo De Cobeña,Aliseda Inmobiliaria,1.609 €/m²,404.000 €,251 m²,28104,https://www.pisos.com/comprar/casa_adosada-paracuellos_de_jarama_centro_urbano-37552757643_107000/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,251 m²,3,3,,AS1-ALI0000139323,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Miramadrid,eXp Realty,3.852 €/m²,990.000 €,257 m²,28104,https://www.pisos.com/comprar/casa_pareada-paracuellos_de_jarama_centro_urbano-50863132639_100500/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,257 m²,4,4,Entre 5 y 10 años,SA3689-EXP08942/8930,1,Gas natural,1,N/A,,,N/A,,256 m²,430 m²,,N/A,N/A,Pareada,,,,,,,,,N/A,,N/A,,,,,,,,Norte,,,,,,,N/A
Ático en Zona Noroeste,Engel & Völkers Madrid,2.312 €/m²,555.000 €,240 m²,28148,https://www.pisos.com/comprar/atico-zona_noroeste-50908067226_101800/,2025-01-13,Error al procesar consumo,Error al procesar emisiones,240 m²,4,3,Más de 50 años,IF77045-I-00YXQU-W-02Y512,,Central,,N/A,,N/A,N/A,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Puerta de Madrid, El Juncal",GARSIERRA,1.250 €/m²,95.000 €,76 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-51746233683_108500/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,76 m²,3,1,,AG588-VAZQUEZ CORONADO2,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,N/A,,,Sur,,,,,,,
Piso en Reyes Catolicos,MERCASER,1.158 €/m²,95.000 €,82 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-51708175813_100500/,2025-02-19,"G, F","G, F",82 m²,3,1,Entre 30 y 50 años,SA1924-60775412/7208,,,,,,,,,76 m²,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Alcazaba-Hueros,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.669 €/m²,360.570 €,216 m²,28172,https://www.pisos.com/comprar/casa_adosada-villalbilla_centro_urbano-51765055035_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,216 m²,4,3,Entre 20 y 30 años,SA814-EX04111/3763,1,Gas natural,1,,,,,Comunitaria,141 m²,,,N/A,N/A,Adosada,,,,,Parquet,Más de 100 €,,,,,N/A,,,,,,,,,,,,,,,
Casa en Casco Antiguo 148,M2 REAL ESTATE,490 €/m²,45.100 €,92 m²,28111,https://www.pisos.com/comprar/casa-pezuela_de_las_torres_centro_urbano-50078868677_100500/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,92 m²,3,1,,SA606-CS-16681-0001/1852,,,,,,,,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Sureste,TRENCADIS REAL ESTATE,1.666 €/m²,155.000 €,93 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-51716062240_109300/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,93 m²,,1,Más de 50 años,EP777-TRCOK25089,,,,,,,,,,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Puerta de Madrid, El Juncal",CMS INMOBILIARIA.,2.479 €/m²,198.358 €,80 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-50077551573_108900/,2025-01-17,Error al procesar consumo,Error al procesar emisiones,80 m²,2,1,,XA282-8052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Camino del Fresno,MERCASER,1.074 €/m²,275.000 €,256 m²,28032,https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-51765874252_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,256 m²,3,4,Entre 20 y 30 años,SA1924-60509773/7208,,,,,,,N/A,Comunitaria,182 m²,,,,N/A,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Garena,Engel & Völkers Madrid,2.943 €/m²,680.000 €,231 m²,28005,https://www.pisos.com/comprar/casa_adosada-garena28806-48369738664_101800/,2024-10-27,Error al procesar consumo,Error al procesar emisiones,231 m²,4,3,Entre 20 y 30 años,IF77045-I-00YQPW-W-02X72P,1,Central,1,,,,,,,152 m²,,,Privado,Adosada,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Avenida de la Constitución, nº .",Housfy real Estate,2.004 €/m²,448.990 €,224 m²,28075,https://www.pisos.com/comprar/casa-loeches_centro_urbano-51735280438_109300/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,224 m²,4,2,,EP442-849425,,,N/A,N/A,,N/A,N/A,,224 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida de Zarauz, 1",Agencia no disponible,3.549 €/m²,252.000 €,71 m²,28130,https://www.pisos.com/comprar/piso-parque_roma_coronas-51703460246_109800/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,71 m²,2,2,Más de 50 años,21809041,2,Gas natural,1,N/A,,N/A,,,,,En buen estado,,,,,N/A,1ª,,Parquet,Entre 60 y 80 €,,,,,,,,N/A,,,,N/A,,N/A,,,,,,
"Piso en calle de la Virgen de las Angustias, 9",Agencia no disponible,2.272 €/m²,150.000 €,66 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-50067980863_109800/,2024-12-05,Error al procesar consumo,Error al procesar emisiones,66 m²,3,1,Entre 30 y 50 años,21626263,,Gas natural,,,,,N/A,,,,En buen estado,,,,N/A,,Bajo,N/A,Parquet,N/A,,,,,,,,,,,,N/A,,,,,,,,
"Piso en calle de San Vidal, 24",Agencia no disponible,3.204 €/m²,266.000 €,83 m²,28005,https://www.pisos.com/comprar/piso-rinconada28803-51700824889_109800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,83 m²,3,1,Entre 30 y 50 años,21773382,Más de 2,Central,,,N/A,N/A,N/A,,78 m²,,Reformado,Frío y calor,Privado,,N/A,,3ª,,Tarima flotante,Más de 100 €,Aluminio,,,N/A,,,,N/A,,N/A,,,Oeste,N/A,,,,,N/A,
Piso en calle de Juan de Vergara,Aliseda Inmobiliaria,1.303 €/m²,129.000 €,99 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-44203874313_105900/,2024-10-24,Error al procesar consumo,Error al procesar emisiones,99 m²,,,,AN1-ANT00030677461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet unifamiliar en Paseo de Pereda, 5",Agencia no disponible,665 €/m²,399.000 €,600 m²,28172,https://www.pisos.com/comprar/chalet_unifamiliar-villalbilla_centro_urbano-48360012772_109800/,2024-10-16,Error al procesar consumo,Error al procesar emisiones,600 m²,3,4,Entre 5 y 10 años,21498526,,Gasoil,Más de 2,,,,N/A,,,1.000 m²,En buen estado,,Privado,,N/A,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,N/A,
Casa adosada en calle del Pintor Murillo,HIPOGES IBERIA,2.475 €/m²,252.500 €,102 m²,28053,https://www.pisos.com/comprar/casa_adosada-daganzo_de_arriba_centro_urbano-50020063694_100700/,2024-12-27,Error al procesar consumo,Error al procesar emisiones,102 m²,,,,FRRE-00483,,,,,,,,,102 m²,102 m²,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Alfonso VI,  s/n",INGESCASA,2.725 €/m²,332.463 €,122 m²,28005,https://www.pisos.com/comprar/piso-espartales28806-4627730021_109700/,2024-12-18,"A, A","A, A",122 m²,3,2,,4995071-0,,,N/A,,,N/A,N/A,,,,A estrenar,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
