nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Calefacción,Garaje,Orientación,Superficie solar,Tipo de casa,Agua,Comedor,Terraza,Conservación,Aire acondicionado,Cocina equipada,Jardín,Trastero,Piscina,Vidrios dobles,Chimenea,Sistema de seguridad,Puerta blindada,Balcón,Urbanizado,Lavadero,Teléfono,Exterior,Interior,Calle alumbrada,Calle asfaltada,Ascensor,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Soleado,Carpintería exterior,Carpintería interior,Portero automático,Gas
"Chalet pareado en calle del Mar del Norte, 8",Agencia no disponible,1.818 €/m²,1.000.000 €,550 m²,28903,https://www.pisos.com/comprar/chalet_pareado-parque_tecnologico-945856909692547_109800/,2024-10-08,Error al procesar consumo,Error al procesar emisiones,550 m²,480 m²,5,4,,Entre 20 y 30 años,Más de 100 €,14972401,N/A,Más de 2,Tarima flotante,Gas natural,Más de 2,Noreste,288 m²,,,,,En buen estado,Frío y calor,N/A,Privado,,Comunitaria,N/A,N/A,N/A,N/A,,N/A,N/A,,,,N/A,N/A,,,,,PVC,,,
Piso en calle Agua,VIVANTIAL,1.171 €/m²,89.000 €,76 m²,28094,https://www.pisos.com/comprar/piso-navalafuente_centro_urbano-48354195073_109300/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,76 m²,61 m²,,,2ª,,,EP618-13203-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.049 €/m²,344.573 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4809402899_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397953,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Casa en calle Parcela 40. U.T. del P.U.19 Peñala,HIPOGES IBERIA,602 €/m²,100.000 €,166 m²,28085,https://www.pisos.com/comprar/casa-miraflores_de_la_sierra_centro_urbano-43383611456_100700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,166 m²,146 m²,,,,Entre 10 y 20 años,,SBRE-0154021,,N/A,,,,,166 m²,,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.242 €/m²,366.395 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4794327817_109700/,2025-01-06,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397894,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.092 €/m²,349.404 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4791258869_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397845,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Chalet adosado en calle de Santa Rita, 37",Agencia no disponible,Error al procesar precio m²,A consultar,160 m²,28086,https://www.pisos.com/comprar/chalet_adosado-el_molar_el_molar-46712257163_109800/,2024-08-27,"D, D","D, D",160 m²,,2,1,,Entre 30 y 50 años,N/A,21363233,,,,,,,77 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Santillana del Lago, 12",Agencia no disponible,1.921 €/m²,615.000 €,320 m²,28082,https://www.pisos.com/comprar/chalet-manzanares_el_real_centro_urbano-945856909892887_109800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,320 m²,,4,3,,Entre 10 y 20 años,N/A,17864336,,Más de 2,Gres,Gasoil,,Sureste,541 m²,,,,N/A,En buen estado,,N/A,Privado,,,N/A,N/A,N/A,N/A,,N/A,,,,,N/A,N/A,,,,,Aluminio,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.191 €/m²,360.665 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4842675023_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397815,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.010 €/m²,340.156 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4833899032_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397829,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.054 €/m²,345.118 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4805736695_109700/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397970,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.722 €/m²,420.625 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4781247093_109700/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397783,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.006 €/m²,339.718 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4842983353_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397836,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.074 €/m²,347.414 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4759503240_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397793,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.063 €/m²,346.151 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4825224719_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397802,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Casa en calle Parcela 38. U.T. del P.U.19 Peñala,HIPOGES IBERIA,725 €/m²,90.000 €,124 m²,28085,https://www.pisos.com/comprar/casa-miraflores_de_la_sierra_centro_urbano-51711028340_100700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,124 m²,109 m²,,,,Entre 10 y 20 años,,SBRE-0154019,,,,,,,124 m²,,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
"Chalet adosado en calle de los Cuatro Caminos, 10",Agencia no disponible,2.272 €/m²,250.000 €,110 m²,28094,https://www.pisos.com/comprar/chalet_adosado-navalafuente_centro_urbano-50918608986_109800/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,110 m²,,4,3,,Entre 20 y 30 años,Entre 40 y 60 €,21723573,,Más de 2,Gres,Gas natural,1,Suroeste,,,,,N/A,En buen estado,,,Comunitario,,Comunitaria,N/A,N/A,,N/A,,N/A,,,,,N/A,N/A,,,,,Aluminio,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.163 €/m²,357.456 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4823469417_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21398035,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Chalet unifamiliar en Camino de Cobeña, 2",Agencia no disponible,1.402 €/m²,505.000 €,360 m²,28059,https://www.pisos.com/comprar/chalet_unifamiliar-fuente_el_saz_de_jarama_centro_urbano-43343534283_109800/,2024-10-09,Error al procesar consumo,Error al procesar emisiones,360 m²,,6,4,,Entre 10 y 20 años,N/A,20989481,N/A,Más de 2,Gres,,1,Este,500 m²,,,,N/A,En buen estado,Frío y calor,N/A,Privado,,Propia,,N/A,N/A,N/A,,N/A,N/A,,,,N/A,N/A,,,,,PVC,,,
Piso en calle de la Parra,VIVANTIAL,1.109 €/m²,101.000 €,91 m²,28028,https://www.pisos.com/comprar/piso-bustarviejo_centro_urbano-49181885388_109300/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,91 m²,56 m²,,,Bajo,,,EP618-14850-2045,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,N/A,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.006 €/m²,339.733 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4793037636_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397808,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.135 €/m²,354.327 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4769071066_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21398030,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.198 €/m²,361.459 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4763747412_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397925,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.156 €/m²,356.659 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4788546575_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21398036,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.191 €/m²,360.665 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4761433173_109700/,2025-01-27,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397813,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.304 €/m²,373.383 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4816002044_109700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397916,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.049 €/m²,344.573 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4776818788_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397943,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.152 €/m²,356.263 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4803664231_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397891,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.102 €/m²,350.579 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4809210938_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21398019,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.191 €/m²,360.586 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4752069532_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397803,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.022 €/m²,341.523 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4831205433_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397841,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.424 €/m²,386.972 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4773494552_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397856,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.118 €/m²,352.415 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4761654024_109700/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397853,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.000 €/m²,339.004 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4808819833_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397857,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.153 €/m²,356.304 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4753647586_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21398032,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,2.929 €/m²,331.011 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4821422256_109700/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397825,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.052 €/m²,344.890 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4844002617_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397792,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,2.949 €/m²,333.312 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4845658045_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397806,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.085 €/m²,348.690 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4820890656_109700/,2025-01-15,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21398016,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.200 €/m²,361.669 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4829688021_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397912,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.049 €/m²,344.573 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4817482978_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397954,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.028 €/m²,342.164 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4811127734_109700/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397864,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.035 €/m²,343.033 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4757802889_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397809,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.049 €/m²,344.573 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4759239552_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397946,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.028 €/m²,342.164 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4830468869_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397862,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.189 €/m²,360.364 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4796086235_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397812,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.044 €/m²,344.003 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4812565331_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397850,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.140 €/m²,354.837 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4808975388_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397847,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.188 €/m²,360.346 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4819292107_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397888,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.049 €/m²,344.573 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4822492346_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397949,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.177 €/m²,359.073 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4756120461_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397810,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.091 €/m²,349.340 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4822007191_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397904,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Roma,REINO INMOBILIARIO Y FINANCIERO,1.647 €/m²,280.000 €,170 m²,19293,https://www.pisos.com/comprar/chalet-uceda_centro_urbano19188-44228981498_100500/,2024-05-31,Error al procesar consumo,Error al procesar emisiones,170 m²,160 m²,5,2,,Más de 50 años,,SA5392-Roma,,,,,,,1.700 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Uceda,Estudio Residencial El Casar Sl,1.349 €/m²,269.990 €,200 m²,19293,https://www.pisos.com/comprar/casa_unifamiliar-uceda_centro_urbano-51724343182_100200/,2025-02-11,"F, F","F, F",200 m²,,4,,,Entre 20 y 30 años,,TC1037-607006,,,,,,,,Unifamiliar,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Uceda,iCS Inmobiliaria,1.478 €/m²,243.990 €,165 m²,19293,https://www.pisos.com/comprar/chalet-uceda_centro_urbano19188-48389276739_100500/,2025-01-21,Error al procesar consumo,Error al procesar emisiones,165 m²,164 m²,2,1,,,,SA4283-106137951,,1,,,1,Sur,926 m²,,,,N/A,En buen estado,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Uceda,Estudio Residencial El Casar Sl,1.629 €/m²,224.900 €,138 m²,19293,https://www.pisos.com/comprar/casa_unifamiliar-uceda_centro_urbano-50049247864_100200/,2025-01-26,"D, E","D, E",138 m²,,,2,,Entre 30 y 50 años,,TC1037-603417,,,,,,,,Unifamiliar,,,,En buen estado,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Chalet en Uceda,Grupo JR Inmobiliaria,1.016 €/m²,368.000 €,362 m²,19293,https://www.pisos.com/comprar/chalet-uceda_centro_urbano19188-48431275270_515299/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,362 m²,362 m²,7,5,,Entre 10 y 20 años,,4515299-1766,,Más de 2,,Gasoil,,,662 m²,,,,N/A,En buen estado,,N/A,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Chalet unifamiliar en Urbanizacion Caraquiz,FERSTEL,1.165 €/m²,310.000 €,266 m²,19293,https://www.pisos.com/comprar/chalet_unifamiliar-uceda_centro_urbano-33419583507_520682/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,266 m²,230 m²,5,4,,Entre 30 y 50 años,Entre 40 y 60 €,4520682-000258,,Más de 2,Gres,Gasoil,Más de 2,,1.055 m²,,,,N/A,En buen estado,Frío y calor,,Privado,,Propia,N/A,N/A,,N/A,,N/A,,,,,,N/A,,,N/A,,PVC,,,
Chalet unifamiliar en calle de Lentisco,INSOL TORRELAGUNA SIGLO XXI SL,1.939 €/m²,320.000 €,165 m²,19293,https://www.pisos.com/comprar/chalet_unifamiliar-uceda_centro_urbano19188-50054291044_515809/,2025-01-16,Error al procesar consumo,Error al procesar emisiones,165 m²,149 m²,4,3,,Entre 20 y 30 años,,515809-2349,,Más de 2,Gres,Gasoil,1,Noreste,525 m²,,,N/A,N/A,En buen estado,Frío y calor,N/A,Privado,,Propia,,N/A,,N/A,,N/A,N/A,N/A,,,N/A,N/A,,,,,Aluminio,N/A,,N/A
Chalet en Uceda,vip home & investments s.l,1.759 €/m²,1.950.000 €,1.108 m²,19293,https://www.pisos.com/comprar/chalet-uceda_centro_urbano19188-44258696923_108900/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,1.108 m²,,9,6,,,Entre 40 y 60 €,XA856-1008,,,,Eléctrica,Más de 2,Este,,,N/A,,,,Frío y calor,N/A,,,Propia,,,N/A,N/A,,,,,,,,,,,,,,,,
