nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Calefacción,Ascensor,Superficie útil,Gastos de comunidad,Amueblado,Armarios empotrados,Puerta blindada,Terraza,Orientación,Planta,Exterior,Cocina equipada,Comedor,Trastero,Portero automático,Soleado,Garaje,Vidrios dobles,Agua,Interior,Piscina,Carpintería interior,Carpintería exterior,Gas,Lavadero,Sistema de seguridad,Adaptado a personas con movilidad reducida,Balcón,Jardín,Superficie solar,Tipo de casa,Se aceptan mascotas,No se aceptan mascotas,Teléfono,Chimenea,Calle alumbrada,Urbanizado,Calle asfaltada,Luz
Piso en Puerta del Ángel,"ESTUDIO INMOBILIARIO PUERTA DEL ANGEL, S.L.",5.500 €/m²,220.000 €,40 m²,28079,https://www.pisos.com/comprar/piso-puerta_del_angel-45919330681_100200/,2025-02-18,"D, D","D, D",40 m²,2,1,Más de 50 años,En buen estado,TC202-588838,Parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Ático en San Diego,Estudio Mendez Alvaro 2024 Sl,5.216 €/m²,193.000 €,37 m²,28079,https://www.pisos.com/comprar/atico-san_diego28053-51718731288_100200/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,37 m²,1,1,Entre 20 y 30 años,En buen estado,TC1177-606813,,N/A,,,,,,,,N/A,,5ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Santa Engracia,OFICINA ELOY GONZALO SERVIVIENDA,8.086 €/m²,930.000 €,115 m²,28079,https://www.pisos.com/comprar/piso-trafalgar28010-49196520300_362300/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,115 m²,3,1,Más de 50 años,En buen estado,3623-46015,,,Gas natural,N/A,105 m²,90€,,,,,,2ª,N/A,,,,,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,
Piso en Peñagrande,"ESTUDIO PUERTA DE HIERRO, S.L.",4.157 €/m²,395.000 €,95 m²,28079,https://www.pisos.com/comprar/piso-penagrande28035-49170443855_100200/,2025-02-04,"E, E","E, E",95 m²,3,2,Entre 30 y 50 años,En buen estado,TC375-599251,,,N/A,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Moscardó,"CONSULTING USERA 2015, S.L.",3.130 €/m²,216.000 €,69 m²,28079,https://www.pisos.com/comprar/piso-moscardo28026-51666820401_100200/,2025-02-20,"E, E","E, E",69 m²,3,1,Más de 50 años,En buen estado,TC443-609745,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Los Ángeles,"ESTUDIO CIUDAD DE LOS ANGELES 2020, S.L.U.",2.974 €/m²,235.000 €,79 m²,28079,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-51738162078_100200/,2025-02-20,"E, D","E, D",79 m²,3,1,Más de 50 años,En buen estado,TC748-610548,Parquet,,Central,N/A,,,,,,,,10ª,,N/A,,,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,
"Piso en Travesía de las Beatas, 8",CENTRAL HOUSE.,10.395 €/m²,499.000 €,48 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28015-51740593779_100500/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,48 m²,1,1,,En buen estado,SA2644-107273658,,N/A,,,45 m²,,,1,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carabanchel,GLOBALPISO PAU CARABANCHEL,2.833 €/m²,170.000 €,60 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-50065398855_105700/,2025-02-19,"E, E","E, E",60 m²,3,1,Más de 50 años,,GB12-PAU2055 PISO EN VENTA EN CARABANCHEL - BUENAVISTA,,,,,55 m²,,,,,10m. De largo aprox.,Sur,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Palomeras Bajas,Oficina Villalobos Slu,2.857 €/m²,220.000 €,77 m²,28079,https://www.pisos.com/comprar/piso-palomeras_bajas28018-50887125805_100200/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,77 m²,2,1,Entre 30 y 50 años,En buen estado,TC1126-605553,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,Comunitario,,,,,,,,,,
Piso en calle Antonio Moreno,ACIERTO CASA,3.246 €/m²,250.000 €,77 m²,28079,https://www.pisos.com/comprar/piso-abrantes28025-50879408441_101800/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,77 m²,3,1,,,IF5026-BR11AM,,,,,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Prudencio Álvaro,Vohome Quintana,3.897 €/m²,265.000 €,68 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_quintana-50085830610_100500/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,68 m²,3,1,Más de 50 años,En buen estado,SA4061-QUIN1033,Parquet,,N/A,,63 m²,,,1,,,Norte,3ª,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
"Piso en calle de Villalmanzo, 1",ROAL INMOBILIARIA,2.843 €/m²,182.000 €,64 m²,28079,https://www.pisos.com/comprar/piso-vicalvaro_ambroz28032-48337402919_106700/,2024-12-05,Error al procesar consumo,Error al procesar emisiones,64 m²,3,1,,,IFC76014-PIS_315,,N/A,,N/A,51 m²,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo de la Virgen del Puerto,Grupo Inmobiliario Mejocasa,7.181 €/m²,790.000 €,110 m²,28079,https://www.pisos.com/comprar/piso-imperial28005-49260747002_993362/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,110 m²,4,2,Más de 50 años,A reformar,4993362-89555,Tarima flotante,,Central,N/A,95 m²,,,Más de 2,N/A,,Este,2ª,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,,N/A,Aluminio,N/A,N/A,N/A,N/A,,,,,,,,,,,,
Piso en Lavapiés,Gilmar Embajadores,5.163 €/m²,315.000 €,61 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-47557783367_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,61 m²,2,1,,,GM16-200983,,,,,,,,,,,Norte,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pradolongo,ESTUDIO INMOBILIARIO USERA,3.000 €/m²,180.000 €,60 m²,28079,https://www.pisos.com/comprar/piso-usera_pradolongo28026-49186370601_100200/,2025-01-20,"F, F","F, F",60 m²,2,1,Más de 50 años,En buen estado,TC121-601537,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaza del Alcalde Brell,Estudio Carabanchel Abrantes Sl,2.875 €/m²,184.000 €,64 m²,28079,https://www.pisos.com/comprar/piso-abrantes28025-50899435394_100200/,2025-02-18,"G, F","G, F",64 m²,3,1,Más de 50 años,En buen estado,TC938-606833,,,N/A,,,,,,,N/A,,1ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Carlos Hernández,Desarrollo Ohana 2024 Slu,4.000 €/m²,280.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-ventas28017-46760579550_100200/,2025-02-20,"E, E","E, E",70 m²,3,1,Más de 50 años,En buen estado,TC1163-592478,,N/A,N/A,,,,,,,N/A,,1ª,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Paradinas,IDÍLICO REALTY,5.588 €/m²,475.000 €,85 m²,28079,https://www.pisos.com/comprar/piso-imperial28005-50036236161_528410/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,85 m²,2,2,,En buen estado,4528410-Piso en Paradinas,,,Gas natural,,74 m²,,,Más de 2,,,,1ª,N/A,N/A,N/A,,,N/A,1,,,,Comunitaria,,,,,,,N/A,,,,N/A,,,,,,,
Piso en Buenavista,Estudio Inmobiliario Buena Vista Carabanchel 2023 Sl,2.927 €/m²,161.000 €,55 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-50047989917_100200/,2025-02-14,"E, E","E, E",55 m²,1,1,Entre 10 y 20 años,En buen estado,TC1030-604197,,,N/A,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de La Cenicienta,Estudio Visionpro San Diego Slu,3.333 €/m²,250.000 €,75 m²,28079,https://www.pisos.com/comprar/piso-palomeras_bajas28018-51685796462_100200/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,75 m²,2,,Entre 30 y 50 años,En buen estado,TC1120-610110,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Cardenal Silíceo,"CONSULTING PROSPERIDAD 2015, S.L.U.",5.943 €/m²,630.000 €,106 m²,28079,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-50852494412_100200/,2025-02-13,"E, E","E, E",106 m²,3,2,Más de 50 años,En buen estado,TC129-607807,,,,,,Más de 100 €,,,,,,5ª,,N/A,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Abrantes,Asesoria Opañel Sl,3.967 €/m²,424.500 €,107 m²,28079,https://www.pisos.com/comprar/piso-abrantes28025-51699516857_100200/,2025-02-18,"E, D","E, D",107 m²,3,2,Entre 20 y 30 años,En buen estado,TC1031-609939,,N/A,N/A,N/A,,,,,,,,,,N/A,,,,,1,,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en calle de los Altos de Saceruela,"ESTUDIO VILLA DE VALLECAS 2018, S.L.U.",2.938 €/m²,288.000 €,98 m²,28079,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-50073520919_100200/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,98 m²,3,1,Entre 20 y 30 años,En buen estado,TC212-604320,,N/A,N/A,N/A,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Estudio en calle del Puerto de Arlabán,Estudio Habitalia S.L,4.099 €/m²,81.990 €,20 m²,28079,https://www.pisos.com/comprar/estudio-san_diego28053-11759116773_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,20 m²,,,Más de 50 años,En buen estado,SA125-08/05/Arla,Gres,Frío,Eléctrica,,,,N/A,,N/A,,,3ª,,Cocina americana,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Pradolongo,ESTUDIO INMOBILIARIO USERA,2.435 €/m²,151.000 €,62 m²,28079,https://www.pisos.com/comprar/piso-usera_pradolongo28026-45059287493_100200/,2024-10-18,Error al procesar consumo,Error al procesar emisiones,62 m²,3,1,Más de 50 años,En buen estado,TC121-582601,Parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Chalet en calle de Julián Camarillo, 56","PREMIER ESPAÑA, S.A.",4.964 €/m²,1.399.900 €,282 m²,28079,https://www.pisos.com/comprar/chalet-san_blas_simancas28037-4236751121_109700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,282 m²,4,3,,A estrenar,4991481-20868997,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Pueblo Nuevo,"OFICINA QUINTANA, S.L.",2.555 €/m²,230.000 €,90 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-49204343635_100200/,2025-02-14,"E, D","E, D",90 m²,3,1,Más de 50 años,En buen estado,TC582-601036,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Feliz Candela,  14",Centro Comercial Inmobiliario10,5.147 €/m²,731.000 €,142 m²,28079,https://www.pisos.com/comprar/piso-valdebebas_valdefuentes28055-4530756514_109700/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,142 m²,3,,,A estrenar,IF4098-CCI-022-000049284,,,,,,,,,,N/A,,9ª,,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Raimundo Fernández Villaverde,AMMA HOMES,6.281 €/m²,1.539.000 €,245 m²,28079,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-50848281191_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,245 m²,4,3,Más de 50 años,En buen estado,SA2622-107180020,,N/A,Central,N/A,200 m²,,,1,,N/A,Sur,6ª,N/A,,,N/A,,,1,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,
Ático en San Diego,"ESTUDIO PUENTE DE VALLECAS 2015, S.L.U.",2.000 €/m²,220.000 €,110 m²,28079,https://www.pisos.com/comprar/atico-san_diego28053-47591328810_100200/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,110 m²,2,1,Entre 10 y 20 años,En buen estado,TC294-595832,,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Camarena, 275",HISPANIA LIVING,1.954 €/m²,516.042 €,264 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28047-5177081985_109700/,2025-01-03,Error al procesar consumo,Error al procesar emisiones,264 m²,3,2,,A estrenar,4528372-21686317,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle de las Poderosas,"OFICINA BARAJAS, S.L.U.",4.000 €/m²,380.000 €,95 m²,28079,https://www.pisos.com/comprar/casa_adosada-casco_historico_de_barajas-50872100608_100200/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,95 m²,2,1,Más de 50 años,En buen estado,TC757-607274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,
Piso en Butarque,Estudio Butarque Los Rosales Sl,1.204 €/m²,159.000 €,132 m²,28079,https://www.pisos.com/comprar/piso-butarque28021-50094003975_100200/,2025-02-19,"E, E","E, E",132 m²,2,2,Más de 50 años,Reformado,TC1002-604748,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Arriaza,"Estudio Nueva Plaza España, 2016",1.056 €/m²,675.000 €,639 m²,28079,https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-50030908384_100200/,2025-02-18,"E, E","E, E",639 m²,,1,Más de 50 años,A reformar,TC1144-601915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de las Peñuelas,VOHOME SANTA EUGENIA,5.300 €/m²,439.900 €,83 m²,28079,https://www.pisos.com/comprar/piso-acacias28005-50027187344_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,83 m²,1,1,Entre 30 y 50 años,En buen estado,SA5087-1301813,Parquet,,Gas natural,N/A,58 m²,Más de 100 €,,1,,N/A,,2ª,N/A,,,,,,1,,,,Propia,,,,,,,N/A,Comunitario,,,,,,,,,,
Piso en Opañel,"INMOGENERAL RICARDOS 2020, S.L.",4.701 €/m²,409.000 €,87 m²,28079,https://www.pisos.com/comprar/piso-opanel28019-45915089345_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,87 m²,3,,Más de 50 años,En buen estado,TC737-588952,,,N/A,N/A,,,,,,,,2ª,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en calle de la Caliza,SEMAR HOGAR - Madrid,4.054 €/m²,450.000 €,111 m²,28079,https://www.pisos.com/comprar/piso-valdebernardo28032-50917239375_381300/,2025-01-30,"E, E","E, E",111 m²,3,2,Entre 20 y 30 años,Reformado,3813-05202,Parquet,En toda la casa,Gas natural,N/A,85 m²,Más de 100 €,,4 empotrados,N/A,,Sur,5ª,Todo exterior y muy soleado,"Amueblada, con lavadero, grande","Independiente, con mirador a zonas comunes",6 m²,N/A,Muy soleado y agradable todo el día,1,Doble climalit,,,Comunitaria,Roble,PVC,G/n,Cerrado,Conserje,N/A,,Comunitario,,,,,,,,,,
Piso en Madrid,Estudio Habitalia S.L,2.416 €/m²,144.990 €,60 m²,28079,https://www.pisos.com/comprar/piso-numancia28038-5909911715_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,60 m²,2,1,,En buen estado,SA125-14077,Gres,,Gas natural,,,,,,N/A,,,Bajo,N/A,Cocina amueblada,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Doña Leonor de Cortina,SonCasas Multiservicios Inmobiliarios,3.095 €/m²,325.000 €,105 m²,28079,https://www.pisos.com/comprar/piso-casco_historico_de_barajas-50903758144_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,105 m²,3,2,,A reformar,XA561-1630,,,Gas natural,,100 m²,,,,,,Sur,,N/A,N/A,,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle del Puentecillo,Alfa Arturo Soria,6.444 €/m²,348.000 €,54 m²,28079,https://www.pisos.com/comprar/duplex-hortaleza_canillas28043-51672725292_101000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,54 m²,1,2,,,AF16-1543/580,,Frío,,N/A,54 m²,,,,,,,,N/A,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle de la Concordia,REDPISO | ADELFAS - PACÍFICO - PUENTE VALLECAS,3.577 €/m²,161.000 €,45 m²,28079,https://www.pisos.com/comprar/piso-san_diego28053-48368306946_993066/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,45 m²,2,1,Más de 50 años,En buen estado,4993066-RP152024131175,Gres,Frío y calor,,,36 m²,,,,,,,Bajo,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Vallecas,SEMAR HOGAR - Madrid,4.566 €/m²,379.000 €,83 m²,28079,https://www.pisos.com/comprar/atico-ensanche_de_vallecas_valdecarros28051-51765988265_381300/,2025-02-14,"D, D","D, D",83 m²,1,1,Entre 10 y 20 años,En buen estado,3813-05204,Tarima maciza,"frío y calor, por conductos",G/n,N/A,80 m²,,,Más de 2,N/A,Terraza 130 m²,Este,8ª,Todo exterior,"Amueblada, independiente",Independiente,"4 m², gran altura",N/A,Muy soleado,1,Climalit,,,Comunitaria,Roble,Pvc climalit,G/n,Cerrado,"Cámaras vigilancia, conserje",N/A,,N/A,,,,,,,,,,
Piso en calle de Carlos Hernández,Estudio Inmobiliario La Elipa Slu,3.513 €/m²,260.001 €,74 m²,28079,https://www.pisos.com/comprar/piso-ventas28017-50847238148_100200/,2025-02-05,"E, E","E, E",74 m²,3,1,Más de 50 años,En buen estado,TC807-606162,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Canillejas,Estudio Inmobiliario Canillejas Norte Slu,3.240 €/m²,269.000 €,83 m²,28079,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-50925899372_100200/,2025-02-18,"E, E","E, E",83 m²,3,1,Más de 50 años,A reformar,TC1151-606150,,,Central,,,,,,,,,1ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Palomeras Sureste,REAL ESTATE GABINETE INMOBILIARIO,2.910 €/m²,195.000 €,67 m²,28079,https://www.pisos.com/comprar/piso-palomeras_sureste28018-51691835446_525871/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,67 m²,3,1,Entre 20 y 30 años,En buen estado,4525871-1,Parquet,,Gas natural,,67 m²,,,,N/A,,,3ª,,N/A,N/A,,,,,,,,,Lacadas en blanco,Madera,N/A,,,,,,,,,,N/A,,,,,
Piso en Hispanoamérica,Grupo Inmobiliario Ares,5.271 €/m²,875.000 €,166 m²,28079,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-46705717953_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,166 m²,3,2,,,AG610-CHA-71,,N/A,Gas natural,N/A,,,,,,,Este,,N/A,,,,,,,,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en Cuatro Caminos,Oficina Cuatro Caminos Sl,3.656 €/m²,245.000 €,67 m²,28079,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-49198335525_100200/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,67 m²,2,1,Más de 50 años,A estrenar,TC943-599067,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de la Gran Vía del Sureste,"ESTUDIO VILLA DE VALLECAS 2018, S.L.U.",4.409 €/m²,216.050 €,49 m²,28079,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-50858472939_100200/,2025-02-20,"E, E","E, E",49 m²,1,1,Entre 10 y 20 años,En buen estado,TC212-605951,,N/A,N/A,N/A,,,,,,,,5ª,,,,,,,1,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en calle de Valmojado,TECNOCASA - Estudio Inmobiliario Parque Aluche,3.802 €/m²,365.000 €,96 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28047-39169686975_100200/,2025-02-17,"E, E","E, E",96 m²,3,2,Más de 50 años,En buen estado,TC160-564357,,N/A,N/A,N/A,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,N/A,,,,,,,,,,
Apartamento en Avenida del Ensanche de Vallecas,Inmobiliaria VOhome La Gavia,4.736 €/m²,180.000 €,38 m²,28079,https://www.pisos.com/comprar/apartamento-ensanche_de_vallecas_valdecarros28051-48400306473_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,38 m²,1,1,Entre 10 y 20 años,En buen estado,SA1606-171592,Tarima flotante,Frío,Eléctrica,N/A,31 m²,Entre 60 y 80 €,,1,N/A,,,5ª,,Cocina americana,,N/A,,,1,N/A,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en Puerta del Ángel,"ESTUDIO INMOBILIARIO PUERTA DEL ANGEL, S.L.",4.545 €/m²,250.000 €,55 m²,28079,https://www.pisos.com/comprar/piso-puerta_del_angel-51758520052_100200/,2025-02-17,"D, D","D, D",55 m²,2,1,Más de 50 años,En buen estado,TC202-607739,,N/A,,,,,,,,,,2ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Matilde Hernández,"ESTUDIO VALVANERA, S.L",2.742 €/m²,181.000 €,66 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-50879596034_100200/,2025-02-20,"E, E","E, E",66 m²,2,1,Más de 50 años,En buen estado,TC290-607181,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de Santa Eugenia,VOHOME SANTA EUGENIA,3.378 €/m²,348.000 €,103 m²,28079,https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-50888301140_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,103 m²,3,2,Entre 30 y 50 años,En buen estado,SA5087-1301821,,Frío,,N/A,82 m²,Entre 80 y 100 €,,1,,,,6ª,N/A,Cocina amueblada,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de la Tacona,VOHOME SANTA EUGENIA,3.466 €/m²,208.000 €,60 m²,28079,https://www.pisos.com/comprar/piso-fontarron-50885786904_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,60 m²,3,1,Más de 50 años,A reformar,SA5087-1301818,,Frío,Gas natural,,50 m²,Entre 60 y 80 €,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carabanchel,GLOBALPISO PAU CARABANCHEL,3.750 €/m²,375.000 €,100 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28054-50909447418_105700/,2025-02-20,"E, D","E, D",100 m²,3,2,Entre 20 y 30 años,,GB12-PAU1204 PISO EN VENTA EN CARABANCHEL - PAU DE CARA,,N/A,Gas natural,N/A,,,,,,,-1,4ª,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Moscardó,"CONSULTING USERA 2015, S.L.",3.000 €/m²,225.000 €,75 m²,28079,https://www.pisos.com/comprar/piso-moscardo28026-51730372744_100200/,2025-02-20,"D, D","D, D",75 m²,2,1,Más de 50 años,En buen estado,TC443-607863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Ambroz,Estudio Vicalvaro 2023 Sl,3.075 €/m²,246.050 €,80 m²,28079,https://www.pisos.com/comprar/piso-vicalvaro_ambroz28032-51670139352_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,80 m²,3,1,Más de 50 años,En buen estado,TC1043-609666,,N/A,N/A,,,,,,,,,2ª,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Latina,Alfa Arzal,4.964 €/m²,695.000 €,140 m²,28079,https://www.pisos.com/comprar/piso-centro_palacio28005-49242398458_101000/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,140 m²,4,1,,,AF97-5407/3012,,,,,111 m²,,,Más de 2,,6,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Opañel,"INMOGENERAL RICARDOS 2020, S.L.",2.802 €/m²,199.000 €,71 m²,28079,https://www.pisos.com/comprar/piso-opanel28019-50891269457_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,71 m²,2,1,Más de 50 años,En buen estado,TC737-601580,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Comillas,"ESTUDIO RIO MANZANARES 2018, S.L.",2.465 €/m²,180.000 €,73 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_comillas28019-49261174565_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,73 m²,1,1,Entre 10 y 20 años,En buen estado,TC200-600925,,N/A,N/A,,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Cardenal Cisneros,ESTUDIO LUCHANA,4.300 €/m²,215.000 €,50 m²,28079,https://www.pisos.com/comprar/piso-trafalgar28010-50075378909_100200/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,50 m²,2,,Más de 50 años,En buen estado,TC177-602881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Berrocales IX,  461",VIA CELERE,4.456 €/m²,387.700 €,87 m²,28079,https://www.pisos.com/comprar/piso-los_berrocales28031-5104939997_109700/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,87 m²,2,2,,A estrenar,4993266-0302,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Quintana,Impac Nova Vision 2023 Slu,5.000 €/m²,350.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_quintana-50920092895_100200/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,70 m²,2,1,Entre 10 y 20 años,En buen estado,TC1140-607526,,N/A,N/A,,,Más de 100 €,,,,N/A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de San Juan de Mata, 8",ARTY CONSULTORES,1.386 €/m²,133.100 €,96 m²,28079,https://www.pisos.com/comprar/piso-lucero28011-43376326169_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,96 m²,3,1,Más de 50 años,,SA1968-EUS0870/7104,,,,,90 m²,,,,,,,2ª,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Avenida de la Gran Vía del Sureste,"ESTUDIO VILLA DE VALLECAS 2018, S.L.U.",5.000 €/m²,200.000 €,40 m²,28079,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-51720802423_100200/,2025-02-20,"E, D","E, D",40 m²,1,,Entre 10 y 20 años,En buen estado,TC212-608651,,,N/A,,,,,,,,,,,N/A,,N/A,N/A,,1,,,,Comunitaria,,,,,,,,,,,,,,,,,,
